num	premise	hypothesis	gold_label	template_num	time_format	time_span	category
2255	プロッド は 5 日 以来 神前 式 を 挙げて いる 。 現在 、 19 日 である 。	プロッド は 13 日 に 神前 式 を 挙げた 。	entailment	5	日	random	以来（テイル形）
2256	フランク は 20 日 以来 業務 を 果たして いる 。 現在 、 30 日 である 。	フランク は 23 日 に 業務 を 果たした 。	entailment	5	日	random	以来（テイル形）
2257	プロッド は 17 日 以来 政務 を 代行 して いる 。 現在 、 22 日 である 。	プロッド は 18 日 に 政務 を 代行 した 。	entailment	5	日	random	以来（テイル形）
2258	マレット は 8 日 以来 評決 を 下して いる 。 現在 、 16 日 である 。	マレット は 15 日 に 評決 を 下した 。	entailment	5	日	random	以来（テイル形）
2259	アイザック は 22 日 以来 体調 を 崩して いる 。 現在 、 16 日 である 。	アイザック は 24 日 に 体調 を 崩した 。	neutral	5	日	short	以来（テイル形）
2260	マレット は 8 日 以来 目 を 向けて いる 。 現在 、 13 日 である 。	マレット は 12 日 に 目 を 向けた 。	entailment	5	日	short	以来（テイル形）
2261	マレット は 17 日 以来 次官 を 務めて いる 。 現在 、 12 日 である 。	マレット は 18 日 に 次官 を 務めた 。	neutral	5	日	short	以来（テイル形）
2262	アイザック は 6 日 以来 先生 を 訪問 して いる 。 現在 、 8 日 である 。	アイザック は 9 日 に 先生 を 訪問 した 。	neutral	5	日	short	以来（テイル形）
2263	マーヴィン は 4 日 以来 方針 を 引き継いで いる 。 現在 、 9 日 である 。	マーヴィン は 3 日 に 方針 を 引き継いだ 。	contradiction	5	日	short	以来（テイル形）
2264	マレット は 9 日 以来 移動 を 提供 して いる 。 現在 、 10 日 である 。	マレット は 13 日 に 移動 を 提供 した 。	neutral	5	日	short	以来（テイル形）
2265	ウォルター は 12 日 以来 壁 を 上って いる 。 現在 、 13 日 である 。	ウォルター は 9 日 に 壁 を 上った 。	contradiction	5	日	short	以来（テイル形）
2266	イヴァン は 17 日 以来 救援 を 受けて いる 。 現在 、 21 日 である 。	イヴァン は 24 日 に 救援 を 受けた 。	neutral	5	日	short	以来（テイル形）
2267	イヴァン は 16 日 以来 念書 を 盗って いる 。 現在 、 20 日 である 。	イヴァン は 21 日 に 念書 を 盗った 。	neutral	5	日	short	以来（テイル形）
2268	ペギー は 19 日 以来 片手 を 出して いる 。 現在 、 24 日 である 。	ペギー は 22 日 に 片手 を 出した 。	entailment	5	日	short	以来（テイル形）
2269	チャーリー は 14 日 以来 ２ 号 証 を 提出 して いる 。 現在 、 13 日 である 。	チャーリー は 16 日 に ２ 号 証 を 提出 した 。	neutral	5	日	short	以来（テイル形）
2270	マロリー は 13 日 以来 算定 を 行って いる 。 現在 、 16 日 である 。	マロリー は 14 日 に 算定 を 行った 。	entailment	5	日	short	以来（テイル形）
2271	イブ は 25 日 以来 記録 を 樹立 して いる 。 現在 、 26 日 である 。	イブ は 20 日 に 記録 を 樹立 した 。	contradiction	5	日	short	以来（テイル形）
2272	ペギー は 12 日 以来 繋がり を 深めて いる 。 現在 、 17 日 である 。	ペギー は 11 日 に 繋がり を 深めた 。	contradiction	5	日	short	以来（テイル形）
2273	チャーリー は 16 日 以来 拳 を 揚げて いる 。 現在 、 13 日 である 。	チャーリー は 20 日 に 拳 を 揚げた 。	neutral	5	日	short	以来（テイル形）
2274	チャーリー は 2 日 以来 教室 を 案内 して いる 。 現在 、 10 日 である 。	チャーリー は 1 日 に 教室 を 案内 した 。	contradiction	5	日	short	以来（テイル形）
2275	イブ は 18 日 以来 水 を 払って いる 。 現在 、 20 日 である 。	イブ は 22 日 に 水 を 払った 。	neutral	5	日	short	以来（テイル形）
2276	フランク は 17 日 以来 ヒント を 発信 して いる 。 現在 、 26 日 である 。	フランク は 19 日 に ヒント を 発信 した 。	entailment	5	日	short	以来（テイル形）
2277	ウォルター は 19 日 以来 経緯 を 発表 して いる 。 現在 、 18 日 である 。	ウォルター は 17 日 に 経緯 を 発表 した 。	contradiction	5	日	short	以来（テイル形）
2278	ビクター は 20 日 以来 庁舎 を 訪問 して いる 。 現在 、 25 日 である 。	ビクター は 23 日 に 庁舎 を 訪問 した 。	entailment	5	日	short	以来（テイル形）
2279	オスカー は 4 日 以来 報告 書 を 出して いる 。 現在 、 8 日 である 。	オスカー は 11 日 に 報告 書 を 出した 。	neutral	5	日	short	以来（テイル形）
2280	チャーリー は 14 日 以来 意向 を 伺って いる 。 現在 、 10 日 である 。	チャーリー は 13 日 に 意向 を 伺った 。	contradiction	5	日	short	以来（テイル形）
2281	パット は 20 日 以来 絵本 を 書いて いる 。 現在 、 18 日 である 。	パット は 14 日 に 絵本 を 書いた 。	contradiction	5	日	short	以来（テイル形）
2282	アイザック は 20 日 以来 チーム を 率いて いる 。 現在 、 26 日 である 。	アイザック は 18 日 に チーム を 率いた 。	contradiction	5	日	short	以来（テイル形）
2283	マレット は 14 日 以来 袖 を 振って いる 。 現在 、 21 日 である 。	マレット は 19 日 に 袖 を 振った 。	entailment	5	日	short	以来（テイル形）
2284	イブ は 3 日 以来 ラッパ を 離して いる 。 現在 、 12 日 である 。	イブ は 7 日 に ラッパ を 離した 。	entailment	5	日	short	以来（テイル形）
2285	スティーブ は 24 日 以来 高騰 を 受けて いる 。 現在 、 17 日 である 。	スティーブ は 16 日 に 高騰 を 受けた 。	contradiction	5	日	short	以来（テイル形）
2286	マーヴィン は 8 日 以来 防衛 を 決めて いる 。 現在 、 16 日 である 。	マーヴィン は 12 日 に 防衛 を 決めた 。	entailment	5	日	short	以来（テイル形）
2287	ジャスティン は 14 日 以来 色々 気 を 使って いる 。 現在 、 22 日 である 。	ジャスティン は 17 日 に 色々 気 を 使った 。	entailment	5	日	short	以来（テイル形）
2288	イブ は 17 日 以来 練習 を 診て いる 。 現在 、 19 日 である 。	イブ は 18 日 に 練習 を 診た 。	entailment	5	日	short	以来（テイル形）
2289	ペギー は 17 日 11 時 以来 御用 命 を 待って いる 。 現在 、 2 日 11 時 である 。	ペギー は 29 日 4 時 に 御用 命 を 待った 。	neutral	5	日時	random	以来（テイル形）
2290	チャーリー は 9 日 11 時 以来 商売 を 辞めて いる 。 現在 、 16 日 8 時 である 。	チャーリー は 14 日 13 時 に 商売 を 辞めた 。	entailment	5	日時	random	以来（テイル形）
2291	ペギー は 26 日 22 時 以来 政変 を 起こして いる 。 現在 、 22 日 21 時 である 。	ペギー は 1 日 11 時 に 政変 を 起こした 。	contradiction	5	日時	random	以来（テイル形）
2292	デイヴ は 12 日 20 時 以来 ビラまき を 行って いる 。 現在 、 22 日 10 時 である 。	デイヴ は 3 日 14 時 に ビラまき を 行った 。	contradiction	5	日時	random	以来（テイル形）
2293	トルーディー は 26 日 4 時 以来 決断 を 下して いる 。 現在 、 14 日 15 時 である 。	トルーディー は 7 日 3 時 に 決断 を 下した 。	contradiction	5	日時	random	以来（テイル形）
2294	トレント は 27 日 6 時 以来 拡大 を 始めて いる 。 現在 、 23 日 3 時 である 。	トレント は 21 日 4 時 に 拡大 を 始めた 。	contradiction	5	日時	random	以来（テイル形）
2295	イヴァン は 20 日 0 時 以来 専門 医 を 訪れて いる 。 現在 、 10 日 9 時 である 。	イヴァン は 1 日 2 時 に 専門 医 を 訪れた 。	contradiction	5	日時	random	以来（テイル形）
2296	マレット は 4 日 18 時 以来 マスク を 駆けて いる 。 現在 、 21 日 4 時 である 。	マレット は 25 日 3 時 に マスク を 駆けた 。	neutral	5	日時	random	以来（テイル形）
2297	ビクター は 22 日 20 時 以来 案内 を 発信 して いる 。 現在 、 6 日 20 時 である 。	ビクター は 1 日 20 時 に 案内 を 発信 した 。	contradiction	5	日時	random	以来（テイル形）
2298	ビクター は 4 日 16 時 以来 ロイヤリティ を 支払って いる 。 現在 、 29 日 22 時 である 。	ビクター は 5 日 12 時 に ロイヤリティ を 支払った 。	entailment	5	日時	random	以来（テイル形）
2299	ジャスティン は 14 日 19 時 以来 参戦 を 決めて いる 。 現在 、 24 日 5 時 である 。	ジャスティン は 10 日 23 時 に 参戦 を 決めた 。	contradiction	5	日時	random	以来（テイル形）
2300	ゾーイ は 5 日 1 時 以来 臍 を 出して いる 。 現在 、 10 日 17 時 である 。	ゾーイ は 27 日 8 時 に 臍 を 出した 。	neutral	5	日時	random	以来（テイル形）
2301	マチルダ は 29 日 7 時 以来 町並み を 練り歩いて いる 。 現在 、 6 日 14 時 である 。	マチルダ は 24 日 4 時 に 町並み を 練り歩いた 。	contradiction	5	日時	random	以来（テイル形）
2302	トレント は 19 日 18 時 以来 溜め息 を 引き取って いる 。 現在 、 22 日 14 時 である 。	トレント は 16 日 2 時 に 溜め息 を 引き取った 。	contradiction	5	日時	random	以来（テイル形）
2303	トルーディー は 26 日 15 時 以来 アシスタント を 勤めて いる 。 現在 、 2 日 9 時 である 。	トルーディー は 17 日 2 時 に アシスタント を 勤めた 。	contradiction	5	日時	random	以来（テイル形）
2304	マレット は 16 日 6 時 以来 怒声 を 張り上げて いる 。 現在 、 1 日 3 時 である 。	マレット は 30 日 3 時 に 怒声 を 張り上げた 。	neutral	5	日時	random	以来（テイル形）
2305	トルーディー は 4 日 13 時 以来 移植 を 担当 して いる 。 現在 、 28 日 4 時 である 。	トルーディー は 23 日 13 時 に 移植 を 担当 した 。	entailment	5	日時	random	以来（テイル形）
2306	ペギー は 4 日 2 時 以来 要望 を 承って いる 。 現在 、 5 日 22 時 である 。	ペギー は 18 日 20 時 に 要望 を 承った 。	neutral	5	日時	random	以来（テイル形）
2307	チャーリー は 11 日 5 時 以来 フロッピー を 作成 して いる 。 現在 、 12 日 6 時 である 。	チャーリー は 25 日 21 時 に フロッピー を 作成 した 。	neutral	5	日時	random	以来（テイル形）
2308	キャロル は 3 日 1 時 以来 損失 を 被って いる 。 現在 、 12 日 12 時 である 。	キャロル は 22 日 9 時 に 損失 を 被った 。	neutral	5	日時	random	以来（テイル形）
2309	トルーディー は 4 日 21 時 以来 結構 気 を 使って いる 。 現在 、 21 日 10 時 である 。	トルーディー は 14 日 23 時 に 結構 気 を 使った 。	entailment	5	日時	random	以来（テイル形）
2310	マーヴィン は 24 日 18 時 以来 改善 点 を 述べて いる 。 現在 、 30 日 8 時 である 。	マーヴィン は 31 日 12 時 に 改善 点 を 述べた 。	neutral	5	日時	random	以来（テイル形）
2311	トレント は 8 日 3 時 以来 診察 を 待って いる 。 現在 、 12 日 23 時 である 。	トレント は 24 日 2 時 に 診察 を 待った 。	neutral	5	日時	random	以来（テイル形）
2312	イヴァン は 15 日 21 時 以来 片足 を 踏み入れて いる 。 現在 、 16 日 2 時 である 。	イヴァン は 23 日 6 時 に 片足 を 踏み入れた 。	neutral	5	日時	random	以来（テイル形）
2313	トルーディー は 1 日 4 時 以来 社 を 作って いる 。 現在 、 21 日 23 時 である 。	トルーディー は 3 日 5 時 に 社 を 作った 。	entailment	5	日時	random	以来（テイル形）
2314	トレント は 6 日 10 時 以来 素顔 を 語って いる 。 現在 、 22 日 20 時 である 。	トレント は 16 日 15 時 に 素顔 を 語った 。	entailment	5	日時	random	以来（テイル形）
2315	ウォルター は 1 日 5 時 以来 減額 を 決めて いる 。 現在 、 23 日 18 時 である 。	ウォルター は 12 日 3 時 に 減額 を 決めた 。	entailment	5	日時	random	以来（テイル形）
2316	ゾーイ は 9 日 8 時 以来 ビームサーベル を 振るって いる 。 現在 、 31 日 8 時 である 。	ゾーイ は 24 日 23 時 に ビームサーベル を 振るった 。	entailment	5	日時	random	以来（テイル形）
2317	ビクター は 3 日 7 時 以来 峠 を 上って いる 。 現在 、 29 日 10 時 である 。	ビクター は 16 日 14 時 に 峠 を 上った 。	entailment	5	日時	random	以来（テイル形）
2318	エレン は 5 日 19 時 以来 履歴 書 を 送って いる 。 現在 、 5 日 20 時 である 。	エレン は 5 日 15 時 に 履歴 書 を 送った 。	contradiction	5	日時	short	以来（テイル形）
2319	エレン は 18 日 10 時 以来 広告 費 を 払って いる 。 現在 、 18 日 6 時 である 。	エレン は 18 日 9 時 に 広告 費 を 払った 。	contradiction	5	日時	short	以来（テイル形）
2320	マレット は 2 日 7 時 以来 綬褒 章 を 受章 して いる 。 現在 、 2 日 6 時 である 。	マレット は 2 日 5 時 に 綬褒 章 を 受章 した 。	contradiction	5	日時	short	以来（テイル形）
2321	ゾーイ は 20 日 11 時 以来 データ を 提供 して いる 。 現在 、 20 日 4 時 である 。	ゾーイ は 20 日 7 時 に データ を 提供 した 。	contradiction	5	日時	short	以来（テイル形）
2322	イブ は 29 日 13 時 以来 面倒 を 起こして いる 。 現在 、 29 日 8 時 である 。	イブ は 29 日 9 時 に 面倒 を 起こした 。	contradiction	5	日時	short	以来（テイル形）
2323	フランク は 14 日 8 時 以来 要望 を 送って いる 。 現在 、 14 日 13 時 である 。	フランク は 14 日 12 時 に 要望 を 送った 。	entailment	5	日時	short	以来（テイル形）
2324	パット は 25 日 8 時 以来 批難 を 受けて いる 。 現在 、 25 日 14 時 である 。	パット は 25 日 12 時 に 批難 を 受けた 。	entailment	5	日時	short	以来（テイル形）
2325	チャーリー は 7 日 10 時 以来 点 を 出して いる 。 現在 、 7 日 11 時 である 。	チャーリー は 7 日 5 時 に 点 を 出した 。	contradiction	5	日時	short	以来（テイル形）
2326	イヴァン は 30 日 10 時 以来 政策 を 変えて いる 。 現在 、 30 日 7 時 である 。	イヴァン は 30 日 11 時 に 政策 を 変えた 。	neutral	5	日時	short	以来（テイル形）
2327	デイヴ は 17 日 13 時 以来 引継 を 行って いる 。 現在 、 17 日 14 時 である 。	デイヴ は 17 日 10 時 に 引継 を 行った 。	contradiction	5	日時	short	以来（テイル形）
2328	トルーディー は 29 日 11 時 以来 気 を 突けて いる 。 現在 、 29 日 9 時 である 。	トルーディー は 29 日 8 時 に 気 を 突けた 。	contradiction	5	日時	short	以来（テイル形）
2329	ボブ は 15 日 8 時 以来 街道 を 練り歩いて いる 。 現在 、 15 日 6 時 である 。	ボブ は 15 日 5 時 に 街道 を 練り歩いた 。	contradiction	5	日時	short	以来（テイル形）
2330	ゾーイ は 5 日 13 時 以来 要求 書 を 手渡して いる 。 現在 、 5 日 7 時 である 。	ゾーイ は 5 日 11 時 に 要求 書 を 手渡した 。	contradiction	5	日時	short	以来（テイル形）
2331	パット は 29 日 3 時 以来 涙 を 浮かべて いる 。 現在 、 29 日 8 時 である 。	パット は 29 日 9 時 に 涙 を 浮かべた 。	neutral	5	日時	short	以来（テイル形）
2332	トレント は 22 日 5 時 以来 反映 を 行って いる 。 現在 、 22 日 8 時 である 。	トレント は 22 日 10 時 に 反映 を 行った 。	neutral	5	日時	short	以来（テイル形）
2333	トレント は 13 日 7 時 以来 様子 を 現して いる 。 現在 、 13 日 10 時 である 。	トレント は 13 日 9 時 に 様子 を 現した 。	entailment	5	日時	short	以来（テイル形）
2334	イブ は 8 日 15 時 以来 アドリブ を 入れて いる 。 現在 、 8 日 14 時 である 。	イブ は 8 日 17 時 に アドリブ を 入れた 。	neutral	5	日時	short	以来（テイル形）
2335	エレン は 4 日 10 時 以来 首位 を 守って いる 。 現在 、 4 日 16 時 である 。	エレン は 4 日 15 時 に 首位 を 守った 。	entailment	5	日時	short	以来（テイル形）
2336	ペギー は 15 日 2 時 以来 先鞭 を 切って いる 。 現在 、 15 日 8 時 である 。	ペギー は 15 日 4 時 に 先鞭 を 切った 。	entailment	5	日時	short	以来（テイル形）
2337	フランク は 26 日 18 時 以来 パターン を 教えて いる 。 現在 、 26 日 16 時 である 。	フランク は 26 日 20 時 に パターン を 教えた 。	neutral	5	日時	short	以来（テイル形）
2338	エレン は 10 日 13 時 以来 ドコモ を 上回って いる 。 現在 、 10 日 15 時 である 。	エレン は 10 日 14 時 に ドコモ を 上回った 。	entailment	5	日時	short	以来（テイル形）
2339	デイヴ は 11 日 17 時 以来 デメリット を 上げて いる 。 現在 、 11 日 19 時 である 。	デイヴ は 11 日 18 時 に デメリット を 上げた 。	entailment	5	日時	short	以来（テイル形）
2340	チャーリー は 2 日 19 時 以来 脚本 を 務めて いる 。 現在 、 2 日 18 時 である 。	チャーリー は 2 日 20 時 に 脚本 を 務めた 。	neutral	5	日時	short	以来（テイル形）
2341	パット は 24 日 17 時 以来 都 有事 を 知って いる 。 現在 、 24 日 21 時 である 。	パット は 24 日 19 時 に 都 有事 を 知った 。	entailment	5	日時	short	以来（テイル形）
2342	マレット は 11 日 7 時 以来 舌 を 伸ばして いる 。 現在 、 11 日 13 時 である 。	マレット は 11 日 14 時 に 舌 を 伸ばした 。	neutral	5	日時	short	以来（テイル形）
2343	フランク は 22 日 14 時 以来 感想 を 述べて いる 。 現在 、 22 日 13 時 である 。	フランク は 22 日 16 時 に 感想 を 述べた 。	neutral	5	日時	short	以来（テイル形）
2344	キャロル は 29 日 7 時 以来 バージョン を 開始 して いる 。 現在 、 29 日 11 時 である 。	キャロル は 29 日 14 時 に バージョン を 開始 した 。	neutral	5	日時	short	以来（テイル形）
2345	フランク は 27 日 4 時 以来 スリル を 楽しんで いる 。 現在 、 27 日 6 時 である 。	フランク は 27 日 5 時 に スリル を 楽しんだ 。	entailment	5	日時	short	以来（テイル形）
2346	マチルダ は 12 日 7 時 以来 山車 を 挽いて いる 。 現在 、 12 日 14 時 である 。	マチルダ は 12 日 10 時 に 山車 を 挽いた 。	entailment	5	日時	short	以来（テイル形）
2347	マチルダ は 12 日 15 時 以来 審議 会 を 開いて いる 。 現在 、 12 日 13 時 である 。	マチルダ は 12 日 18 時 に 審議 会 を 開いた 。	neutral	5	日時	short	以来（テイル形）
2348	フランク は 18 時 以来 存在 を 知って いる 。 現在 、 16 時 である 。	フランク は 15 時 に 存在 を 知った 。	contradiction	5	時	random	以来（テイル形）
2349	トレント は 6 時 以来 記録 を 切って いる 。 現在 、 9 時 である 。	トレント は 0 時 に 記録 を 切った 。	contradiction	5	時	random	以来（テイル形）
2350	ペギー は 9 時 以来 音楽 祭 を 開いて いる 。 現在 、 17 時 である 。	ペギー は 10 時 に 音楽 祭 を 開いた 。	entailment	5	時	random	以来（テイル形）
2351	オスカー は 3 時 以来 顔 を 離して いる 。 現在 、 14 時 である 。	オスカー は 12 時 に 顔 を 離した 。	entailment	5	時	random	以来（テイル形）
2352	ゾーイ は 10 時 以来 バック を 務めて いる 。 現在 、 17 時 である 。	ゾーイ は 3 時 に バック を 務めた 。	contradiction	5	時	random	以来（テイル形）
2353	マロリー は 18 時 以来 髪 を 診て いる 。 現在 、 19 時 である 。	マロリー は 12 時 に 髪 を 診た 。	contradiction	5	時	random	以来（テイル形）
2354	プロッド は 1 時 以来 電灯 を 向けて いる 。 現在 、 7 時 である 。	プロッド は 12 時 に 電灯 を 向けた 。	neutral	5	時	random	以来（テイル形）
2355	オスカー は 1 時 以来 始動 を 開始 して いる 。 現在 、 3 時 である 。	オスカー は 20 時 に 始動 を 開始 した 。	neutral	5	時	random	以来（テイル形）
2356	イブ は 16 時 以来 拠点 を 案内 して いる 。 現在 、 0 時 である 。	イブ は 22 時 に 拠点 を 案内 した 。	neutral	5	時	random	以来（テイル形）
2357	ペギー は 7 時 以来 更新 を 受けて いる 。 現在 、 23 時 である 。	ペギー は 16 時 に 更新 を 受けた 。	entailment	5	時	random	以来（テイル形）
2358	キャロル は 18 時 以来 飲み物 を 選んで いる 。 現在 、 23 時 である 。	キャロル は 15 時 に 飲み物 を 選んだ 。	contradiction	5	時	random	以来（テイル形）
2359	マロリー は 11 時 以来 そいつ を 許して いる 。 現在 、 5 時 である 。	マロリー は 8 時 に そいつ を 許した 。	contradiction	5	時	random	以来（テイル形）
2360	パット は 14 時 以来 先頭 を 伺って いる 。 現在 、 18 時 である 。	パット は 15 時 に 先頭 を 伺った 。	entailment	5	時	random	以来（テイル形）
2361	トレント は 19 時 以来 証明 書 を 出して いる 。 現在 、 13 時 である 。	トレント は 18 時 に 証明 書 を 出した 。	contradiction	5	時	random	以来（テイル形）
2362	キャロル は 15 時 以来 大統領 を 務めて いる 。 現在 、 5 時 である 。	キャロル は 0 時 に 大統領 を 務めた 。	contradiction	5	時	random	以来（テイル形）
2363	マーヴィン は 19 時 以来 蟹 を 食べて いる 。 現在 、 0 時 である 。	マーヴィン は 2 時 に 蟹 を 食べた 。	contradiction	5	時	random	以来（テイル形）
2364	イブ は 0 時 以来 言葉 を 知って いる 。 現在 、 13 時 である 。	イブ は 20 時 に 言葉 を 知った 。	neutral	5	時	random	以来（テイル形）
2365	イブ は 11 時 以来 戦い を 収めて いる 。 現在 、 18 時 である 。	イブ は 10 時 に 戦い を 収めた 。	contradiction	5	時	random	以来（テイル形）
2366	トルーディー は 7 時 以来 口唇 を 離して いる 。 現在 、 2 時 である 。	トルーディー は 14 時 に 口唇 を 離した 。	neutral	5	時	random	以来（テイル形）
2367	マロリー は 13 時 以来 脚 を 止めて いる 。 現在 、 0 時 である 。	マロリー は 16 時 に 脚 を 止めた 。	neutral	5	時	random	以来（テイル形）
2368	マーヴィン は 10 時 以来 他者 を 救って いる 。 現在 、 2 時 である 。	マーヴィン は 19 時 に 他者 を 救った 。	neutral	5	時	random	以来（テイル形）
2369	プロッド は 3 時 以来 称号 を 得て いる 。 現在 、 23 時 である 。	プロッド は 17 時 に 称号 を 得た 。	entailment	5	時	random	以来（テイル形）
2370	イブ は 7 時 以来 完走 を 誓って いる 。 現在 、 21 時 である 。	イブ は 20 時 に 完走 を 誓った 。	entailment	5	時	random	以来（テイル形）
2371	デイヴ は 0 時 以来 表情 を 表して いる 。 現在 、 2 時 である 。	デイヴ は 6 時 に 表情 を 表した 。	neutral	5	時	random	以来（テイル形）
2372	アリス は 4 時 以来 再生 を 駆けて いる 。 現在 、 0 時 である 。	アリス は 21 時 に 再生 を 駆けた 。	neutral	5	時	random	以来（テイル形）
2373	パット は 3 時 以来 芸風 を 変えて いる 。 現在 、 0 時 である 。	パット は 17 時 に 芸風 を 変えた 。	neutral	5	時	random	以来（テイル形）
2374	ゾーイ は 1 時 以来 障害 を 訴えて いる 。 現在 、 23 時 である 。	ゾーイ は 6 時 に 障害 を 訴えた 。	entailment	5	時	random	以来（テイル形）
2375	アリス は 6 時 以来 盛況 を 祈って いる 。 現在 、 13 時 である 。	アリス は 10 時 に 盛況 を 祈った 。	entailment	5	時	random	以来（テイル形）
2376	プロッド は 5 時 以来 方針 を 指示 して いる 。 現在 、 22 時 である 。	プロッド は 15 時 に 方針 を 指示 した 。	entailment	5	時	random	以来（テイル形）
2377	アリス は 10 時 以来 泣き を 入れて いる 。 現在 、 19 時 である 。	アリス は 17 時 に 泣き を 入れた 。	entailment	5	時	random	以来（テイル形）
2378	ジャスティン は 12 時 以来 見解 を 伺って いる 。 現在 、 16 時 である 。	ジャスティン は 19 時 に 見解 を 伺った 。	neutral	5	時	short	以来（テイル形）
2379	マーヴィン は 13 時 以来 勲章 を 受章 して いる 。 現在 、 7 時 である 。	マーヴィン は 10 時 に 勲章 を 受章 した 。	contradiction	5	時	short	以来（テイル形）
2380	トレント は 8 時 以来 講義 を 始めて いる 。 現在 、 6 時 である 。	トレント は 5 時 に 講義 を 始めた 。	contradiction	5	時	short	以来（テイル形）
2381	スティーブ は 15 時 以来 主 を 愛して いる 。 現在 、 9 時 である 。	スティーブ は 10 時 に 主 を 愛した 。	contradiction	5	時	short	以来（テイル形）
2382	ウォルター は 13 時 以来 関心 を 傾けて いる 。 現在 、 11 時 である 。	ウォルター は 12 時 に 関心 を 傾けた 。	contradiction	5	時	short	以来（テイル形）
2383	スティーブ は 6 時 以来 一命 を 落として いる 。 現在 、 9 時 である 。	スティーブ は 5 時 に 一命 を 落とした 。	contradiction	5	時	short	以来（テイル形）
2384	アイザック は 12 時 以来 手習い を 始めて いる 。 現在 、 7 時 である 。	アイザック は 8 時 に 手習い を 始めた 。	contradiction	5	時	short	以来（テイル形）
2385	ボブ は 15 時 以来 主軸 を 打って いる 。 現在 、 14 時 である 。	ボブ は 13 時 に 主軸 を 打った 。	contradiction	5	時	short	以来（テイル形）
2386	デイヴ は 11 時 以来 ブッカー 賞 を 受賞 して いる 。 現在 、 5 時 である 。	デイヴ は 8 時 に ブッカー 賞 を 受賞 した 。	contradiction	5	時	short	以来（テイル形）
2387	ゾーイ は 6 時 以来 勝敗 を 争って いる 。 現在 、 7 時 である 。	ゾーイ は 5 時 に 勝敗 を 争った 。	contradiction	5	時	short	以来（テイル形）
2388	マレット は 19 時 以来 新人 王 を 狙って いる 。 現在 、 14 時 である 。	マレット は 21 時 に 新人 王 を 狙った 。	neutral	5	時	short	以来（テイル形）
2389	デイヴ は 2 時 以来 生徒 を 誘って いる 。 現在 、 4 時 である 。	デイヴ は 7 時 に 生徒 を 誘った 。	neutral	5	時	short	以来（テイル形）
2390	トルーディー は 12 時 以来 挨拶 を 申し上げて いる 。 現在 、 13 時 である 。	トルーディー は 15 時 に 挨拶 を 申し上げた 。	neutral	5	時	short	以来（テイル形）
2391	エレン は 13 時 以来 案内 を 発信 して いる 。 現在 、 12 時 である 。	エレン は 19 時 に 案内 を 発信 した 。	neutral	5	時	short	以来（テイル形）
2392	チャーリー は 15 時 以来 弁当 箱 を 開いて いる 。 現在 、 12 時 である 。	チャーリー は 17 時 に 弁当 箱 を 開いた 。	neutral	5	時	short	以来（テイル形）
2393	トルーディー は 12 時 以来 基 を 訪れて いる 。 現在 、 10 時 である 。	トルーディー は 11 時 に 基 を 訪れた 。	contradiction	5	時	short	以来（テイル形）
2394	キャロル は 12 時 以来 目 を 見張って いる 。 現在 、 16 時 である 。	キャロル は 15 時 に 目 を 見張った 。	entailment	5	時	short	以来（テイル形）
2395	トルーディー は 4 時 以来 封 を 開いて いる 。 現在 、 9 時 である 。	トルーディー は 5 時 に 封 を 開いた 。	entailment	5	時	short	以来（テイル形）
2396	ビクター は 17 時 以来 概念 を 示して いる 。 現在 、 14 時 である 。	ビクター は 18 時 に 概念 を 示した 。	neutral	5	時	short	以来（テイル形）
2397	イヴァン は 2 時 以来 後編 を 読んで いる 。 現在 、 6 時 である 。	イヴァン は 7 時 に 後編 を 読んだ 。	neutral	5	時	short	以来（テイル形）
2398	デイヴ は 9 時 以来 ポスター 賞 を 受賞 して いる 。 現在 、 7 時 である 。	デイヴ は 10 時 に ポスター 賞 を 受賞 した 。	neutral	5	時	short	以来（テイル形）
2399	マロリー は 9 時 以来 学生 賞 を 受賞 して いる 。 現在 、 16 時 である 。	マロリー は 12 時 に 学生 賞 を 受賞 した 。	entailment	5	時	short	以来（テイル形）
2400	キャロル は 18 時 以来 任務 を 代行 して いる 。 現在 、 17 時 である 。	キャロル は 21 時 に 任務 を 代行 した 。	neutral	5	時	short	以来（テイル形）
2401	チャーリー は 6 時 以来 眦 を 下げて いる 。 現在 、 12 時 である 。	チャーリー は 11 時 に 眦 を 下げた 。	entailment	5	時	short	以来（テイル形）
2402	パット は 4 時 以来 試算 を 提出 して いる 。 現在 、 10 時 である 。	パット は 6 時 に 試算 を 提出 した 。	entailment	5	時	short	以来（テイル形）
2403	キャロル は 12 時 以来 汗 を 欠いて いる 。 現在 、 17 時 である 。	キャロル は 13 時 に 汗 を 欠いた 。	entailment	5	時	short	以来（テイル形）
2404	イヴァン は 6 時 以来 ファイナル を 制して いる 。 現在 、 11 時 である 。	イヴァン は 7 時 に ファイナル を 制した 。	entailment	5	時	short	以来（テイル形）
2405	マーヴィン は 5 時 以来 曲 を 発表 して いる 。 現在 、 8 時 である 。	マーヴィン は 7 時 に 曲 を 発表 した 。	entailment	5	時	short	以来（テイル形）
2406	ペギー は 18 時 以来 人事 を 行って いる 。 現在 、 21 時 である 。	ペギー は 19 時 に 人事 を 行った 。	entailment	5	時	short	以来（テイル形）
2407	マレット は 2 時 以来 稼業 を 始めて いる 。 現在 、 7 時 である 。	マレット は 6 時 に 稼業 を 始めた 。	entailment	5	時	short	以来（テイル形）
