num	premise	hypothesis	gold_label	template_num	time_format
5116	人々 が 2 年間 以内 に 考え を めぐらした 。 人々 は 2016 年 に その 考え を めぐらし 始めた 。	人々 は 2010 年 まで に その 考え を めぐらし 終えた 。	contradiction	25	年
5117	皆 が 9 年間 以内 に 腰 を 伸ばせた 。 皆 は 2017 年 に その 腰 を 伸ばせ 始めた 。	皆 は 2011 年 まで に その 腰 を 伸ばせ 終えた 。	contradiction	25	年
5118	皆 が 3 年間 以内 に 時期 を 越せた 。 皆 は 2007 年 に その 時期 を 越せ 始めた 。	皆 は 2016 年 まで に その 時期 を 越せ 終えた 。	entailment	25	年
5119	記者 が 9 年間 以内 に 前途 を 阻んだ 。 記者 は 2007 年 に その 前途 を 阻み 始めた 。	記者 は 2004 年 まで に その 前途 を 阻み 終えた 。	contradiction	25	年
5120	選手 が 3 年間 以内 に ギャップ を 詰めた 。 選手 は 2019 年 に その ギャップ を 詰め 始めた 。	選手 は 2018 年 まで に その ギャップ を 詰め 終えた 。	contradiction	25	年
5121	彼 が 1 年間 以内 に 身 を 潜めた 。 彼 は 2012 年 に その 身 を 潜め 始めた 。	彼 は 2004 年 まで に その 身 を 潜め 終えた 。	contradiction	25	年
5122	監督 が 5 年間 以内 に 融合 を 唱えた 。 監督 は 2002 年 に その 融合 を 唱え 始めた 。	監督 は 2004 年 まで に その 融合 を 唱え 終えた 。	neutral	25	年
5123	姉 が 4 年間 以内 に 身体 を 翻した 。 姉 は 2013 年 に その 身体 を 翻し 始めた 。	姉 は 2002 年 まで に その 身体 を 翻し 終えた 。	contradiction	25	年
5124	ファン が 3 年間 以内 に 瞳 を 凝らした 。 ファン は 2019 年 に その 瞳 を 凝らし 始めた 。	ファン は 2008 年 まで に その 瞳 を 凝らし 終えた 。	contradiction	25	年
5125	利用 者 が 8 年間 以内 に 身体 を 押した 。 利用 者 は 2009 年 に その 身体 を 押し 始めた 。	利用 者 は 2008 年 まで に その 身体 を 押し 終えた 。	contradiction	25	年
5126	私 が 7 年間 以内 に 釘 を 挿した 。 私 は 2002 年 に その 釘 を 挿し 始めた 。	私 は 2012 年 まで に その 釘 を 挿し 終えた 。	entailment	25	年
5127	不良 が 4 年間 以内 に 上昇 幅 を 縮めた 。 不良 は 2002 年 に その 上昇 幅 を 縮め 始めた 。	不良 は 2001 年 まで に その 上昇 幅 を 縮め 終えた 。	contradiction	25	年
5128	私 が 4 年間 以内 に 離婚 を 切り出した 。 私 は 2006 年 に その 離婚 を 切り出し 始めた 。	私 は 2020 年 まで に その 離婚 を 切り出し 終えた 。	entailment	25	年
5129	彼女 が 7 年間 以内 に 眉間 を しかめた 。 彼女 は 2012 年 に その 眉間 を しかめ 始めた 。	彼女 は 2006 年 まで に その 眉間 を しかめ 終えた 。	contradiction	25	年
5130	騎手 が 4 年間 以内 に 鞘 を 詰めた 。 騎手 は 2007 年 に その 鞘 を 詰め 始めた 。	騎手 は 2015 年 まで に その 鞘 を 詰め 終えた 。	entailment	25	年
5131	家族 が 9 年間 以内 に 気持ち を 害す すった 。 家族 は 2014 年 に その 気持ち を 害す すり 始めた 。	家族 は 2000 年 まで に その 気持ち を 害す すり 終えた 。	contradiction	25	年
5132	私 が 6 年間 以内 に 目安 を 裁てた 。 私 は 2002 年 に その 目安 を 裁て 始めた 。	私 は 2005 年 まで に その 目安 を 裁て 終えた 。	neutral	25	年
5133	少年 が 1 年間 以内 に 身体 を 縮めた 。 少年 は 2011 年 に その 身体 を 縮め 始めた 。	少年 は 2010 年 まで に その 身体 を 縮め 終えた 。	contradiction	25	年
5134	小林 が 3 年間 以内 に 前進 を 阻んだ 。 小林 は 2020 年 に その 前進 を 阻み 始めた 。	小林 は 2017 年 まで に その 前進 を 阻み 終えた 。	contradiction	25	年
5135	次男 が 3 年間 以内 に 園 を 休む した 。 次男 は 2007 年 に その 園 を 休む し 始めた 。	次男 は 2004 年 まで に その 園 を 休む し 終えた 。	contradiction	25	年
5136	彼女 が 1 年間 以内 に 耳 を 閉ざした 。 彼女 は 2015 年 に その 耳 を 閉ざし 始めた 。	彼女 は 2019 年 まで に その 耳 を 閉ざし 終えた 。	entailment	25	年
5137	私 が 6 年間 以内 に 日本 語 を 専攻 した 。 私 は 2019 年 に その 日本 語 を 専攻 し 始めた 。	私 は 2004 年 まで に その 日本 語 を 専攻 し 終えた 。	contradiction	25	年
5138	皆 が 1 年間 以内 に 身 を 乗り出した 。 皆 は 2017 年 に その 身 を 乗り出し 始めた 。	皆 は 2002 年 まで に その 身 を 乗り出し 終えた 。	contradiction	25	年
5139	私 が 6 年間 以内 に 足 を 伸ばせた 。 私 は 2016 年 に その 足 を 伸ばせ 始めた 。	私 は 2014 年 まで に その 足 を 伸ばせ 終えた 。	contradiction	25	年
5140	ライバル が 1 年間 以内 に ポイント 差 を 詰めた 。 ライバル は 2004 年 に その ポイント 差 を 詰め 始めた 。	ライバル は 2011 年 まで に その ポイント 差 を 詰め 終えた 。	entailment	25	年
5141	客 が 4 年間 以内 に 間違い を した 。 客 は 2011 年 に その 間違い を し 始めた 。	客 は 2008 年 まで に その 間違い を し 終えた 。	contradiction	25	年
5142	私 が 5 年間 以内 に 国 を 裁てた 。 私 は 2016 年 に その 国 を 裁て 始めた 。	私 は 2010 年 まで に その 国 を 裁て 終えた 。	contradiction	25	年
5143	松井 が 1 年間 以内 に 観客 を 翻弄 した 。 松井 は 2016 年 に その 観客 を 翻弄 し 始めた 。	松井 は 2000 年 まで に その 観客 を 翻弄 し 終えた 。	contradiction	25	年
5144	女性 が 7 年間 以内 に 離婚 を 切り出した 。 女性 は 2013 年 に その 離婚 を 切り出し 始めた 。	女性 は 2018 年 まで に その 離婚 を 切り出し 終えた 。	neutral	25	年
5145	不良 が 4 年間 以内 に 勝ち 点 を 縮めた 。 不良 は 2007 年 に その 勝ち 点 を 縮め 始めた 。	不良 は 2010 年 まで に その 勝ち 点 を 縮め 終えた 。	neutral	25	年
5146	私 が 7 年間 以内 に 彼女 を 宥めた 。 私 は 2003 年 に その 彼女 を 宥め 始めた 。	私 は 2004 年 まで に その 彼女 を 宥め 終えた 。	neutral	25	年
5147	彼 が 7 年間 以内 に 足 を 竦めた 。 彼 は 2005 年 に その 足 を 竦め 始めた 。	彼 は 2015 年 まで に その 足 を 竦め 終えた 。	entailment	25	年
5148	関西 人 が 1 年間 以内 に 瞳 を 凝らした 。 関西 人 は 2015 年 に その 瞳 を 凝らし 始めた 。	関西 人 は 2019 年 まで に その 瞳 を 凝らし 終えた 。	entailment	25	年
5149	男 が 6 年間 以内 に 体 を 乗り出した 。 男 は 2013 年 に その 体 を 乗り出し 始めた 。	男 は 2006 年 まで に その 体 を 乗り出し 終えた 。	contradiction	25	年
5150	全員 が 9 年間 以内 に 胃 を 落ち着けた 。 全員 は 2020 年 に その 胃 を 落ち着け 始めた 。	全員 は 2008 年 まで に その 胃 を 落ち着け 終えた 。	contradiction	25	年
5151	皆 が 2 ヶ月間 以内 に 半身 を 乗り出した 。 皆 は 2008 年 4 月 に その 半身 を 乗り出し 始めた 。	皆 は 2019 年 12 月 まで に その 半身 を 乗り出し 終えた 。	entailment	25	年月
5152	男 が 4 ヶ月間 以内 に 神徳 を 仰いだ 。 男 は 2008 年 2 月 に その 神徳 を 仰ぎ 始めた 。	男 は 2015 年 10 月 まで に その 神徳 を 仰ぎ 終えた 。	entailment	25	年月
5153	彼 が 4 ヶ月間 以内 に 身 を 潜めた 。 彼 は 2004 年 1 月 に その 身 を 潜め 始めた 。	彼 は 2001 年 7 月 まで に その 身 を 潜め 終えた 。	contradiction	25	年月
5154	小林 が 5 ヶ月間 以内 に 出場 を 阻んだ 。 小林 は 2000 年 8 月 に その 出場 を 阻み 始めた 。	小林 は 2017 年 11 月 まで に その 出場 を 阻み 終えた 。	entailment	25	年月
5155	全員 が 3 ヶ月間 以内 に 顔 を 逸らした 。 全員 は 2017 年 6 月 に その 顔 を 逸らし 始めた 。	全員 は 2017 年 7 月 まで に その 顔 を 逸らし 終えた 。	neutral	25	年月
5156	私 が 1 ヶ月間 以内 に 僕 を 遠ざけた 。 私 は 2000 年 4 月 に その 僕 を 遠ざけ 始めた 。	私 は 2019 年 6 月 まで に その 僕 を 遠ざけ 終えた 。	entailment	25	年月
5157	議員 が 3 ヶ月間 以内 に 委員 を 辞職 した 。 議員 は 2003 年 1 月 に その 委員 を 辞職 し 始めた 。	議員 は 2012 年 6 月 まで に その 委員 を 辞職 し 終えた 。	entailment	25	年月
5158	私 が 5 ヶ月間 以内 に 心 を 掴まれた 。 私 は 2001 年 5 月 に その 心 を 掴まれ 始めた 。	私 は 2008 年 11 月 まで に その 心 を 掴まれ 終えた 。	entailment	25	年月
5159	先生 が 8 ヶ月間 以内 に 身体 を 乗り出した 。 先生 は 2015 年 4 月 に その 身体 を 乗り出し 始めた 。	先生 は 2008 年 9 月 まで に その 身体 を 乗り出し 終えた 。	contradiction	25	年月
5160	私 が 7 ヶ月間 以内 に 身体 を 伸ばせた 。 私 は 2019 年 5 月 に その 身体 を 伸ばせ 始めた 。	私 は 2002 年 5 月 まで に その 身体 を 伸ばせ 終えた 。	contradiction	25	年月
5161	私 が 9 ヶ月間 以内 に メール を 切った 。 私 は 2007 年 12 月 に その メール を 切り 始めた 。	私 は 2002 年 3 月 まで に その メール を 切り 終えた 。	contradiction	25	年月
5162	利用 者 が 9 ヶ月間 以内 に 腰 を 押した 。 利用 者 は 2007 年 12 月 に その 腰 を 押し 始めた 。	利用 者 は 2016 年 1 月 まで に その 腰 を 押し 終えた 。	entailment	25	年月
5163	客 が 5 ヶ月間 以内 に 印象 を 抱いた 。 客 は 2019 年 1 月 に その 印象 を 抱き 始めた 。	客 は 2007 年 10 月 まで に その 印象 を 抱き 終えた 。	contradiction	25	年月
5164	姉 が 4 ヶ月間 以内 に 身 を 翻した 。 姉 は 2007 年 10 月 に その 身 を 翻し 始めた 。	姉 は 2014 年 3 月 まで に その 身 を 翻し 終えた 。	entailment	25	年月
5165	栄養 士 が 8 ヶ月間 以内 に 国 を 裁てた 。 栄養 士 は 2016 年 11 月 に その 国 を 裁て 始めた 。	栄養 士 は 2010 年 7 月 まで に その 国 を 裁て 終えた 。	contradiction	25	年月
5166	社員 が 9 ヶ月間 以内 に 会社 を 休んだ 。 社員 は 2008 年 11 月 に その 会社 を 休み 始めた 。	社員 は 2007 年 4 月 まで に その 会社 を 休み 終えた 。	contradiction	25	年月
5167	ファン が 6 ヶ月間 以内 に 期待 を 馳せた 。 ファン は 2000 年 10 月 に その 期待 を 馳せ 始めた 。	ファン は 2005 年 6 月 まで に その 期待 を 馳せ 終えた 。	entailment	25	年月
5168	校長 が 3 ヶ月間 以内 に 生命 を 絶った 。 校長 は 2004 年 10 月 に その 生命 を 絶ち 始めた 。	校長 は 2009 年 11 月 まで に その 生命 を 絶ち 終えた 。	entailment	25	年月
5169	小林 が 5 ヶ月間 以内 に ゴール を 阻んだ 。 小林 は 2014 年 11 月 に その ゴール を 阻み 始めた 。	小林 は 2002 年 6 月 まで に その ゴール を 阻み 終えた 。	contradiction	25	年月
5170	利用 者 が 9 ヶ月間 以内 に 背 を 押した 。 利用 者 は 2015 年 8 月 に その 背 を 押し 始めた 。	利用 者 は 2012 年 6 月 まで に その 背 を 押し 終えた 。	contradiction	25	年月
5171	観光 客 が 9 ヶ月間 以内 に 手 を 延ばした 。 観光 客 は 2014 年 2 月 に その 手 を 延ばし 始めた 。	観光 客 は 2012 年 11 月 まで に その 手 を 延ばし 終えた 。	contradiction	25	年月
5172	校長 が 1 ヶ月間 以内 に 命 を 絶った 。 校長 は 2001 年 12 月 に その 命 を 絶ち 始めた 。	校長 は 2003 年 4 月 まで に その 命 を 絶ち 終えた 。	entailment	25	年月
5173	記者 が 4 ヶ月間 以内 に 退路 を 阻んだ 。 記者 は 2013 年 11 月 に その 退路 を 阻み 始めた 。	記者 は 2009 年 5 月 まで に その 退路 を 阻み 終えた 。	contradiction	25	年月
5174	男 が 3 ヶ月間 以内 に 口 を 閉ざした 。 男 は 2014 年 6 月 に その 口 を 閉ざし 始めた 。	男 は 2014 年 12 月 まで に その 口 を 閉ざし 終えた 。	entailment	25	年月
5175	私 が 2 ヶ月間 以内 に 魂 を 掴まれた 。 私 は 2005 年 11 月 に その 魂 を 掴まれ 始めた 。	私 は 2002 年 8 月 まで に その 魂 を 掴まれ 終えた 。	contradiction	25	年月
5176	皆 が 6 ヶ月間 以内 に 皆口 を 閉ざした 。 皆 は 2001 年 2 月 に その 皆口 を 閉ざし 始めた 。	皆 は 2007 年 8 月 まで に その 皆口 を 閉ざし 終えた 。	entailment	25	年月
5177	私 が 8 ヶ月間 以内 に 融合 を 唱えた 。 私 は 2003 年 12 月 に その 融合 を 唱え 始めた 。	私 は 2007 年 12 月 まで に その 融合 を 唱え 終えた 。	entailment	25	年月
5178	知事 が 6 ヶ月間 以内 に 異議 を 呈す すった 。 知事 は 2007 年 12 月 に その 異議 を 呈す すり 始めた 。	知事 は 2001 年 5 月 まで に その 異議 を 呈す すり 終えた 。	contradiction	25	年月
5179	全員 が 4 ヶ月間 以内 に 気 を 抜けた 。 全員 は 2008 年 5 月 に その 気 を 抜け 始めた 。	全員 は 2000 年 5 月 まで に その 気 を 抜け 終えた 。	contradiction	25	年月
5180	民間 人 が 5 ヶ月間 以内 に 身 を 投ずる た 。 民間 人 は 2010 年 12 月 に その 身 を 投ずる 始めた 。	民間 人 は 2015 年 3 月 まで に その 身 を 投ずる 終えた 。	entailment	25	年月
5181	全員 が 2 ヶ月間 以内 に 身 を 潜めた 。 全員 は 2008 年 5 月 に その 身 を 潜め 始めた 。	全員 は 2016 年 3 月 まで に その 身 を 潜め 終えた 。	entailment	25	年月
5182	保護 者 が 3 ヶ月間 以内 に 瞳 を 離した 。 保護 者 は 2005 年 1 月 に その 瞳 を 離し 始めた 。	保護 者 は 2012 年 4 月 まで に その 瞳 を 離し 終えた 。	entailment	25	年月
5183	私 が 1 ヶ月間 以内 に 唇 を 閉ざした 。 私 は 2006 年 3 月 に その 唇 を 閉ざし 始めた 。	私 は 2014 年 1 月 まで に その 唇 を 閉ざし 終えた 。	entailment	25	年月
5184	男 が 8 ヶ月間 以内 に 上半身 を 乗り出した 。 男 は 2006 年 2 月 に その 上半身 を 乗り出し 始めた 。	男 は 2009 年 12 月 まで に その 上半身 を 乗り出し 終えた 。	entailment	25	年月
5185	全員 が 9 ヶ月間 以内 に 足 を 合わした 。 全員 は 2011 年 11 月 に その 足 を 合わし 始めた 。	全員 は 2002 年 5 月 まで に その 足 を 合わし 終えた 。	contradiction	25	年月
5186	皆 が 4 ヶ月間 以内 に 目 を 背けた 。 皆 は 2013 年 8 月 に その 目 を 背け 始めた 。	皆 は 2011 年 3 月 まで に その 目 を 背け 終えた 。	contradiction	25	年月
5187	男 が 4 ヶ月間 以内 に 切っ掛け を 失った 。 男 は 2019 年 11 月 に その 切っ掛け を 失い 始めた 。	男 は 2006 年 6 月 まで に その 切っ掛け を 失い 終えた 。	contradiction	25	年月
5188	私 が 3 ヶ月間 以内 に 視線 を 離した 。 私 は 2016 年 11 月 に その 視線 を 離し 始めた 。	私 は 2004 年 6 月 まで に その 視線 を 離し 終えた 。	contradiction	25	年月
5189	民間 人 が 6 ヶ月間 以内 に 意識 を 投ずる た 。 民間 人 は 2018 年 8 月 に その 意識 を 投ずる 始めた 。	民間 人 は 2007 年 6 月 まで に その 意識 を 投ずる 終えた 。	contradiction	25	年月
5190	騎手 が 1 ヶ月間 以内 に 鞘 を 詰めた 。 騎手 は 2000 年 2 月 に その 鞘 を 詰め 始めた 。	騎手 は 2020 年 4 月 まで に その 鞘 を 詰め 終えた 。	entailment	25	年月
5191	男 が 2 ヶ月間 以内 に 星 を 立ち去った 。 男 は 2005 年 2 月 に その 星 を 立ち去り 始めた 。	男 は 2011 年 11 月 まで に その 星 を 立ち去り 終えた 。	entailment	25	年月
5192	大人 が 5 ヶ月間 以内 に 視線 を 離した 。 大人 は 2001 年 6 月 に その 視線 を 離し 始めた 。	大人 は 2005 年 12 月 まで に その 視線 を 離し 終えた 。	entailment	25	年月
5193	客 が 9 ヶ月間 以内 に 嫌悪 感 を 抱いた 。 客 は 2019 年 7 月 に その 嫌悪 感 を 抱き 始めた 。	客 は 2000 年 7 月 まで に その 嫌悪 感 を 抱き 終えた 。	contradiction	25	年月
5194	私 が 7 ヶ月間 以内 に 献立 を 裁てた 。 私 は 2006 年 4 月 に その 献立 を 裁て 始めた 。	私 は 2010 年 4 月 まで に その 献立 を 裁て 終えた 。	entailment	25	年月
5195	同僚 が 3 ヶ月間 以内 に 会社 を 休んだ 。 同僚 は 2020 年 10 月 に その 会社 を 休み 始めた 。	同僚 は 2011 年 1 月 まで に その 会社 を 休み 終えた 。	contradiction	25	年月
5196	議員 が 4 ヶ月間 以内 に 融合 を 唱えた 。 議員 は 2011 年 9 月 に その 融合 を 唱え 始めた 。	議員 は 2020 年 11 月 まで に その 融合 を 唱え 終えた 。	entailment	25	年月
5197	私 が 5 ヶ月間 以内 に 連絡 を 切った 。 私 は 2017 年 6 月 に その 連絡 を 切り 始めた 。	私 は 2011 年 1 月 まで に その 連絡 を 切り 終えた 。	contradiction	25	年月
5198	男 が 1 ヶ月間 以内 に 表情 を 濁した 。 男 は 2002 年 7 月 に その 表情 を 濁し 始めた 。	男 は 2011 年 5 月 まで に その 表情 を 濁し 終えた 。	entailment	25	年月
5199	子供 が 1 ヶ月間 以内 に チンポ を せがんだ 。 子供 は 2003 年 1 月 に その チンポ を せがみ 始めた 。	子供 は 2007 年 2 月 まで に その チンポ を せがみ 終えた 。	entailment	25	年月
5200	民間 人 が 3 ヶ月間 以内 に 身 を 投ずる た 。 民間 人 は 2006 年 1 月 に その 身 を 投ずる 始めた 。	民間 人 は 2016 年 9 月 まで に その 身 を 投ずる 終えた 。	entailment	25	年月
5201	選手 が 3 ヶ月間 以内 に 点差 を 詰めた 。 選手 は 1 月 に その 点差 を 詰め 始めた 。	選手 は 12 月 まで に その 点差 を 詰め 終えた 。	entailment	25	月
5202	校長 が 1 ヶ月間 以内 に 命 を 絶った 。 校長 は 5 月 に その 命 を 絶ち 始めた 。	校長 は 11 月 まで に その 命 を 絶ち 終えた 。	entailment	25	月
5203	松井 が 7 ヶ月間 以内 に 冒険 者 を 翻弄 した 。 松井 は 3 月 に その 冒険 者 を 翻弄 し 始めた 。	松井 は 1 月 まで に その 冒険 者 を 翻弄 し 終えた 。	contradiction	25	月
5204	皆 が 3 ヶ月間 以内 に 本当 気 を 遣った 。 皆 は 3 月 に その 本当 気 を 遣い 始めた 。	皆 は 1 月 まで に その 本当 気 を 遣い 終えた 。	contradiction	25	月
5205	首相 が 7 ヶ月間 以内 に 異論 を 呈す すった 。 首相 は 4 月 に その 異論 を 呈す すり 始めた 。	首相 は 1 月 まで に その 異論 を 呈す すり 終えた 。	contradiction	25	月
5206	私 が 1 ヶ月間 以内 に 音楽 を 専攻 した 。 私 は 2 月 に その 音楽 を 専攻 し 始めた 。	私 は 6 月 まで に その 音楽 を 専攻 し 終えた 。	entailment	25	月
5207	彼女 が 6 ヶ月間 以内 に 私 を 宥めた 。 彼女 は 11 月 に その 私 を 宥め 始めた 。	彼女 は 4 月 まで に その 私 を 宥め 終えた 。	contradiction	25	月
5208	兵士 が 3 ヶ月間 以内 に 彼女 を 宥めた 。 兵士 は 11 月 に その 彼女 を 宥め 始めた 。	兵士 は 10 月 まで に その 彼女 を 宥め 終えた 。	contradiction	25	月
5209	彼女 が 9 ヶ月間 以内 に マユ を しかめた 。 彼女 は 4 月 に その マユ を しかめ 始めた 。	彼女 は 11 月 まで に その マユ を しかめ 終えた 。	neutral	25	月
5210	私 が 7 ヶ月間 以内 に 気持ち を 掴まれた 。 私 は 11 月 に その 気持ち を 掴まれ 始めた 。	私 は 4 月 まで に その 気持ち を 掴まれ 終えた 。	contradiction	25	月
5211	全員 が 9 ヶ月間 以内 に 鼻 を しかめた 。 全員 は 6 月 に その 鼻 を しかめ 始めた 。	全員 は 9 月 まで に その 鼻 を しかめ 終えた 。	neutral	25	月
5212	父 が 6 ヶ月間 以内 に バー を 始めた 。 父 は 6 月 に その バー を 始め 始めた 。	父 は 2 月 まで に その バー を 始め 終えた 。	contradiction	25	月
5213	僕 が 5 ヶ月間 以内 に 知識 を 引いた 。 僕 は 2 月 に その 知識 を 引き 始めた 。	僕 は 3 月 まで に その 知識 を 引き 終えた 。	neutral	25	月
5214	関西 人 が 7 ヶ月間 以内 に 瞳 を 凝らした 。 関西 人 は 5 月 に その 瞳 を 凝らし 始めた 。	関西 人 は 11 月 まで に その 瞳 を 凝らし 終えた 。	neutral	25	月
5215	議員 が 3 ヶ月間 以内 に 融合 を 唱えた 。 議員 は 11 月 に その 融合 を 唱え 始めた 。	議員 は 3 月 まで に その 融合 を 唱え 終えた 。	contradiction	25	月
5216	男 が 4 ヶ月間 以内 に 喉 を 割った 。 男 は 10 月 に その 喉 を 割り 始めた 。	男 は 6 月 まで に その 喉 を 割り 終えた 。	contradiction	25	月
5217	選手 が 6 ヶ月間 以内 に 気持ち を 緩めた 。 選手 は 1 月 に その 気持ち を 緩め 始めた 。	選手 は 8 月 まで に その 気持ち を 緩め 終えた 。	entailment	25	月
5218	彼女 が 2 ヶ月間 以内 に 上半身 を 引いた 。 彼女 は 5 月 に その 上半身 を 引き 始めた 。	彼女 は 9 月 まで に その 上半身 を 引き 終えた 。	entailment	25	月
5219	私 が 3 ヶ月間 以内 に 美術 史 を 専攻 した 。 私 は 2 月 に その 美術 史 を 専攻 し 始めた 。	私 は 5 月 まで に その 美術 史 を 専攻 し 終えた 。	entailment	25	月
5220	小林 が 1 ヶ月間 以内 に チャンス を 阻んだ 。 小林 は 5 月 に その チャンス を 阻み 始めた 。	小林 は 12 月 まで に その チャンス を 阻み 終えた 。	entailment	25	月
5221	主任 が 5 ヶ月間 以内 に 委員 を 補佐 した 。 主任 は 7 月 に その 委員 を 補佐 し 始めた 。	主任 は 1 月 まで に その 委員 を 補佐 し 終えた 。	contradiction	25	月
5222	人々 が 2 ヶ月間 以内 に 妄想 を 馳せた 。 人々 は 12 月 に その 妄想 を 馳せ 始めた 。	人々 は 4 月 まで に その 妄想 を 馳せ 終えた 。	contradiction	25	月
5223	不良 が 5 ヶ月間 以内 に 赤字 幅 を 縮めた 。 不良 は 1 月 に その 赤字 幅 を 縮め 始めた 。	不良 は 6 月 まで に その 赤字 幅 を 縮め 終えた 。	entailment	25	月
5224	常連 が 1 ヶ月間 以内 に 躯 を 沈めた 。 常連 は 4 月 に そ の 躯 を 沈め 始めた 。	常連 は 4 月 まで に そ の 躯 を 沈め 終えた 。	neutral	25	月
5225	兵士 が 7 ヶ月間 以内 に 妹 を 宥めた 。 兵士 は 6 月 に その 妹 を 宥め 始めた 。	兵士 は 12 月 まで に その 妹 を 宥め 終えた 。	entailment	25	月
5226	私 が 7 ヶ月間 以内 に 止め を 挿した 。 私 は 7 月 に その 止め を 挿し 始めた 。	私 は 6 月 まで に その 止め を 挿し 終えた 。	contradiction	25	月
5227	父 が 9 ヶ月間 以内 に 金 を せびった 。 父 は 10 月 に その 金 を せびり 始めた 。	父 は 4 月 まで に その 金 を せびり 終えた 。	contradiction	25	月
5228	私 が 2 ヶ月間 以内 に 左記 を 越した 。 私 は 3 月 に その 左記 を 越し 始めた 。	私 は 8 月 まで に その 左記 を 越し 終えた 。	entailment	25	月
5229	彼 が 5 ヶ月間 以内 に 半身 を 引いた 。 彼 は 7 月 に その 半身 を 引き 始めた 。	彼 は 12 月 まで に その 半身 を 引き 終えた 。	entailment	25	月
5230	子 が 5 ヶ月間 以内 に 園 を 休む した 。 子 は 3 月 に その 園 を 休む し 始めた 。	子 は 12 月 まで に その 園 を 休む し 終えた 。	entailment	25	月
5231	首相 が 1 ヶ月間 以内 に 膝 を 着けた 。 首相 は 5 月 に その 膝 を 着け 始めた 。	首相 は 4 月 まで に その 膝 を 着け 終えた 。	contradiction	25	月
5232	観光 客 が 9 ヶ月間 以内 に 瞳 を 凝らした 。 観光 客 は 5 月 に その 瞳 を 凝らし 始めた 。	観光 客 は 9 月 まで に その 瞳 を 凝らし 終えた 。	neutral	25	月
5233	男 が 2 ヶ月間 以内 に 目 を 丸い した 。 男 は 2 月 に その 目 を 丸い し 始めた 。	男 は 2 月 まで に その 目 を 丸い し 終えた 。	neutral	25	月
5234	関西 人 が 2 ヶ月間 以内 に 目 を 凝らした 。 関西 人 は 3 月 に その 目 を 凝らし 始めた 。	関西 人 は 11 月 まで に その 目 を 凝らし 終えた 。	entailment	25	月
5235	市長 が 6 ヶ月間 以内 に 局長 を 補佐 した 。 市長 は 5 月 に その 局長 を 補佐 し 始めた 。	市長 は 3 月 まで に その 局長 を 補佐 し 終えた 。	contradiction	25	月
5236	選手 が 6 ヶ月間 以内 に 着差 を 詰めた 。 選手 は 7 月 に その 着差 を 詰め 始めた 。	選手 は 8 月 まで に その 着差 を 詰め 終えた 。	neutral	25	月
5237	親 が 9 ヶ月間 以内 に 瞳 を 離した 。 親 は 12 月 に その 瞳 を 離し 始めた 。	親 は 11 月 まで に その 瞳 を 離し 終えた 。	contradiction	25	月
5238	親友 が 5 ヶ月間 以内 に 袖 を 分かった 。 親友 は 8 月 に その 袖 を 分かち 始めた 。	親友 は 12 月 まで に その 袖 を 分かち 終えた 。	entailment	25	月
5239	社員 が 3 ヶ月間 以内 に サービス を 休んだ 。 社員 は 6 月 に その サービス を 休み 始めた 。	社員 は 3 月 まで に その サービス を 休み 終えた 。	contradiction	25	月
5240	女性 が 4 ヶ月間 以内 に 命 を 取り留めた 。 女性 は 3 月 に その 命 を 取り留め 始めた 。	女性 は 4 月 まで に その 命 を 取り留め 終えた 。	neutral	25	月
5241	栄養 士 が 8 ヶ月間 以内 に 全力 を 注いだ 。 栄養 士 は 8 月 に その 全力 を 注ぎ 始めた 。	栄養 士 は 1 月 まで に その 全力 を 注ぎ 終えた 。	contradiction	25	月
5242	彼 が 9 ヶ月間 以内 に 感情 を 抱いた 。 彼 は 10 月 に その 感情 を 抱き 始めた 。	彼 は 1 月 まで に その 感情 を 抱き 終えた 。	contradiction	25	月
5243	彼女 が 8 ヶ月間 以内 に 身体 を 竦めた 。 彼女 は 12 月 に その 身体 を 竦め 始めた 。	彼女 は 7 月 まで に その 身体 を 竦め 終えた 。	contradiction	25	月
5244	全員 が 9 ヶ月間 以内 に 唇 を 食い縛った 。 全員 は 5 月 に その 唇 を 食い縛り 始めた 。	全員 は 6 月 まで に その 唇 を 食い縛り 終えた 。	neutral	25	月
5245	主任 が 9 ヶ月間 以内 に 委員 を 補佐 した 。 主任 は 1 月 に その 委員 を 補佐 し 始めた 。	主任 は 12 月 まで に その 委員 を 補佐 し 終えた 。	entailment	25	月
5246	彼 が 3 ヶ月間 以内 に 身 を 乗り出した 。 彼 は 7 月 に その 身 を 乗り出し 始めた 。	彼 は 7 月 まで に その 身 を 乗り出し 終えた 。	neutral	25	月
5247	友人 が 2 ヶ月間 以内 に ナニ を 血迷った 。 友人 は 3 月 に その ナニ を 血迷い 始めた 。	友人 は 8 月 まで に その ナニ を 血迷い 終えた 。	entailment	25	月
5248	私 が 1 ヶ月間 以内 に 回答 を リクエスト した 。 私 は 8 月 に その 回答 を リクエスト し 始めた 。	私 は 6 月 まで に その 回答 を リクエスト し 終えた 。	contradiction	25	月
5249	先輩 が 8 ヶ月間 以内 に 彼女 を 宥めた 。 先輩 は 7 月 に その 彼女 を 宥め 始めた 。	先輩 は 4 月 まで に その 彼女 を 宥め 終えた 。	contradiction	25	月
