num	premise	hypothesis	gold_label	template_num	time_format	time_span	category
1787	2013 年 6 月 3 日 14 時 以来 、 アイザック は 減量 を 行って いる 。 現在 、 2009 年 4 月 23 日 1 時 である 。	アイザック は 2011 年 7 月 22 日 15 時 に 減量 を 行った 。	contradiction	4	年月日時	random	以来（テイル形）
1788	2001 年 8 月 6 日 0 時 以来 、 チャーリー は 一同 息 を 飲んで いる 。 現在 、 2018 年 2 月 14 日 10 時 である 。	チャーリー は 2002 年 5 月 25 日 10 時 に 一同 息 を 飲んだ 。	entailment	4	年月日時	random	以来（テイル形）
1789	2018 年 10 月 22 日 17 時 以来 、 デイヴ は 集計 を 纏めて いる 。 現在 、 2011 年 12 月 20 日 6 時 である 。	デイヴ は 2006 年 5 月 24 日 22 時 に 集計 を 纏めた 。	contradiction	4	年月日時	random	以来（テイル形）
1790	2006 年 7 月 8 日 6 時 以来 、 パット は 心 を 呼んで いる 。 現在 、 2017 年 6 月 27 日 19 時 である 。	パット は 2020 年 9 月 15 日 11 時 に 心 を 呼んだ 。	neutral	4	年月日時	random	以来（テイル形）
1791	2005 年 11 月 24 日 16 時 以来 、 マチルダ は 来園 を 待って いる 。 現在 、 2014 年 3 月 10 日 1 時 である 。	マチルダ は 2008 年 4 月 9 日 19 時 に 来園 を 待った 。	entailment	4	年月日時	random	以来（テイル形）
1792	2010 年 1 月 18 日 17 時 以来 、 トレント は 言葉尻 を 盗って いる 。 現在 、 2003 年 1 月 24 日 19 時 である 。	トレント は 2004 年 2 月 22 日 19 時 に 言葉尻 を 盗った 。	contradiction	4	年月日時	random	以来（テイル形）
1793	2009 年 12 月 17 日 4 時 以来 、 ビクター は デザイン を 発表 して いる 。 現在 、 2018 年 9 月 17 日 11 時 である 。	ビクター は 2015 年 1 月 8 日 10 時 に デザイン を 発表 した 。	entailment	4	年月日時	random	以来（テイル形）
1794	2008 年 9 月 25 日 17 時 以来 、 マロリー は 挽回 を 目指して いる 。 現在 、 2012 年 7 月 5 日 0 時 である 。	マロリー は 2009 年 9 月 21 日 8 時 に 挽回 を 目指した 。	entailment	4	年月日時	random	以来（テイル形）
1795	2014 年 10 月 1 日 8 時 以来 、 スティーブ は 彫刻 を 致して いる 。 現在 、 2015 年 7 月 28 日 23 時 である 。	スティーブ は 2003 年 10 月 7 日 23 時 に 彫刻 を 致した 。	contradiction	4	年月日時	random	以来（テイル形）
1796	2020 年 7 月 28 日 1 時 以来 、 トルーディー は 警察 署 を 訪問 して いる 。 現在 、 2010 年 7 月 31 日 18 時 である 。	トルーディー は 2005 年 5 月 20 日 22 時 に 警察 署 を 訪問 した 。	contradiction	4	年月日時	random	以来（テイル形）
1797	2000 年 8 月 26 日 0 時 以来 、 アリス は 目 を 見張って いる 。 現在 、 2011 年 7 月 10 日 10 時 である 。	アリス は 2014 年 2 月 16 日 8 時 に 目 を 見張った 。	neutral	4	年月日時	random	以来（テイル形）
1798	2011 年 3 月 11 日 23 時 以来 、 プロッド は 整列 を 開始 して いる 。 現在 、 2008 年 3 月 1 日 11 時 である 。	プロッド は 2011 年 6 月 12 日 12 時 に 整列 を 開始 した 。	neutral	4	年月日時	random	以来（テイル形）
1799	2012 年 5 月 23 日 1 時 以来 、 デイヴ は 来 校 を 待って いる 。 現在 、 2012 年 2 月 26 日 4 時 である 。	デイヴ は 2014 年 5 月 10 日 9 時 に 来 校 を 待った 。	neutral	4	年月日時	random	以来（テイル形）
1800	2008 年 11 月 4 日 5 時 以来 、 キャロル は 数値 を 挙げて いる 。 現在 、 2008 年 6 月 29 日 15 時 である 。	キャロル は 2017 年 12 月 11 日 20 時 に 数値 を 挙げた 。	neutral	4	年月日時	random	以来（テイル形）
1801	2012 年 3 月 11 日 0 時 以来 、 オスカー は 持ち味 を 見せて いる 。 現在 、 2000 年 11 月 30 日 8 時 である 。	オスカー は 2019 年 11 月 15 日 1 時 に 持ち味 を 見せた 。	neutral	4	年月日時	random	以来（テイル形）
1802	2016 年 9 月 22 日 9 時 以来 、 フランク は 弊害 を 受けて いる 。 現在 、 2016 年 9 月 22 日 5 時 である 。	フランク は 2016 年 9 月 22 日 8 時 に 弊害 を 受けた 。	contradiction	4	年月日時	short	以来（テイル形）
1803	2014 年 12 月 19 日 19 時 以来 、 アリス は 風邪 を 挽いて いる 。 現在 、 2014 年 12 月 19 日 15 時 である 。	アリス は 2014 年 12 月 19 日 14 時 に 風邪 を 挽いた 。	contradiction	4	年月日時	short	以来（テイル形）
1804	2002 年 11 月 12 日 18 時 以来 、 チャーリー は アワセ を 入れて いる 。 現在 、 2002 年 11 月 12 日 16 時 である 。	チャーリー は 2002 年 11 月 12 日 19 時 に アワセ を 入れた 。	neutral	4	年月日時	short	以来（テイル形）
1805	2000 年 7 月 15 日 14 時 以来 、 ゾーイ は 聴取 を 行って いる 。 現在 、 2000 年 7 月 15 日 15 時 である 。	ゾーイ は 2000 年 7 月 15 日 11 時 に 聴取 を 行った 。	contradiction	4	年月日時	short	以来（テイル形）
1806	2006 年 10 月 28 日 19 時 以来 、 マーヴィン は 希望 を 貰って いる 。 現在 、 2006 年 10 月 28 日 18 時 である 。	マーヴィン は 2006 年 10 月 28 日 20 時 に 希望 を 貰った 。	neutral	4	年月日時	short	以来（テイル形）
1807	2012 年 10 月 3 日 11 時 以来 、 ウォルター は 実施 を 表明 して いる 。 現在 、 2012 年 10 月 3 日 8 時 である 。	ウォルター は 2012 年 10 月 3 日 9 時 に 実施 を 表明 した 。	contradiction	4	年月日時	short	以来（テイル形）
1808	2019 年 2 月 13 日 12 時 以来 、 ボブ は 質問 書 を 出して いる 。 現在 、 2019 年 2 月 13 日 8 時 である 。	ボブ は 2019 年 2 月 13 日 10 時 に 質問 書 を 出した 。	contradiction	4	年月日時	short	以来（テイル形）
1809	2018 年 6 月 30 日 15 時 以来 、 ゾーイ は 書面 を 作成 して いる 。 現在 、 2018 年 6 月 30 日 16 時 である 。	ゾーイ は 2018 年 6 月 30 日 18 時 に 書面 を 作成 した 。	neutral	4	年月日時	short	以来（テイル形）
1810	2012 年 4 月 8 日 8 時 以来 、 トルーディー は 汗 を 欠いて いる 。 現在 、 2012 年 4 月 8 日 7 時 である 。	トルーディー は 2012 年 4 月 8 日 4 時 に 汗 を 欠いた 。	contradiction	4	年月日時	short	以来（テイル形）
1811	2011 年 12 月 24 日 21 時 以来 、 ビクター は 一覧 を 届けて いる 。 現在 、 2011 年 12 月 24 日 17 時 である 。	ビクター は 2011 年 12 月 24 日 15 時 に 一覧 を 届けた 。	contradiction	4	年月日時	short	以来（テイル形）
1812	2017 年 9 月 3 日 2 時 以来 、 イヴァン は 咎め を 受けて いる 。 現在 、 2017 年 9 月 3 日 7 時 である 。	イヴァン は 2017 年 9 月 3 日 8 時 に 咎め を 受けた 。	neutral	4	年月日時	short	以来（テイル形）
1813	2014 年 3 月 16 日 15 時 以来 、 トレント は 街頭 を 行って いる 。 現在 、 2014 年 3 月 16 日 13 時 である 。	トレント は 2014 年 3 月 16 日 12 時 に 街頭 を 行った 。	contradiction	4	年月日時	short	以来（テイル形）
1814	2007 年 6 月 2 日 10 時 以来 、 ボブ は 取材 を 受けて いる 。 現在 、 2007 年 6 月 2 日 8 時 である 。	ボブ は 2007 年 6 月 2 日 11 時 に 取材 を 受けた 。	neutral	4	年月日時	short	以来（テイル形）
1815	2000 年 6 月 10 日 21 時 以来 、 アリス は 来院 を 待って いる 。 現在 、 2000 年 6 月 10 日 18 時 である 。	アリス は 2000 年 6 月 10 日 16 時 に 来院 を 待った 。	contradiction	4	年月日時	short	以来（テイル形）
1816	2009 年 7 月 1 日 11 時 以来 、 オスカー は 記事 を 担当 して いる 。 現在 、 2009 年 7 月 1 日 8 時 である 。	オスカー は 2009 年 7 月 1 日 6 時 に 記事 を 担当 した 。	contradiction	4	年月日時	short	以来（テイル形）
1817	2011 年 11 月 6 日 11 時 以来 、 ウォルター は アレンジメント を 造って いる 。 現在 、 2011 年 11 月 6 日 10 時 である 。	ウォルター は 2011 年 11 月 6 日 8 時 に アレンジメント を 造った 。	contradiction	4	年月日時	short	以来（テイル形）
1818	2016 年 2 月 4 日 2 時 以来 、 ゾーイ は 学院 を 訪問 して いる 。 現在 、 2016 年 2 月 4 日 4 時 である 。	ゾーイ は 2016 年 2 月 4 日 5 時 に 学院 を 訪問 した 。	neutral	4	年月日時	short	以来（テイル形）
1819	2015 年 11 月 25 日 7 時 以来 、 ゾーイ は デザイン を 発表 して いる 。 現在 、 2015 年 11 月 25 日 10 時 である 。	ゾーイ は 2015 年 11 月 25 日 5 時 に デザイン を 発表 した 。	contradiction	4	年月日時	short	以来（テイル形）
1820	2020 年 2 月 20 日 5 時 以来 、 ボブ は ハート を 掴んで いる 。 現在 、 2020 年 2 月 20 日 10 時 である 。	ボブ は 2020 年 2 月 20 日 9 時 に ハート を 掴んだ 。	entailment	4	年月日時	short	以来（テイル形）
1821	2011 年 7 月 18 日 16 時 以来 、 マーヴィン は 開学 を 目指して いる 。 現在 、 2011 年 7 月 18 日 14 時 である 。	マーヴィン は 2011 年 7 月 18 日 15 時 に 開学 を 目指した 。	contradiction	4	年月日時	short	以来（テイル形）
1822	2013 年 2 月 17 日 2 時 以来 、 エレン は 中心 街 を 歩いて いる 。 現在 、 2013 年 2 月 17 日 3 時 である 。	エレン は 2013 年 2 月 17 日 6 時 に 中心 街 を 歩いた 。	neutral	4	年月日時	short	以来（テイル形）
1823	2012 年 1 月 25 日 16 時 以来 、 ウォルター は 回答 書 を 提出 して いる 。 現在 、 2012 年 1 月 25 日 12 時 である 。	ウォルター は 2012 年 1 月 25 日 10 時 に 回答 書 を 提出 した 。	contradiction	4	年月日時	short	以来（テイル形）
1824	2015 年 8 月 5 日 13 時 以来 、 ジャスティン は 悪態 を 突いて いる 。 現在 、 2015 年 8 月 5 日 7 時 である 。	ジャスティン は 2015 年 8 月 5 日 11 時 に 悪態 を 突いた 。	contradiction	4	年月日時	short	以来（テイル形）
1825	2014 年 2 月 8 日 2 時 以来 、 プロッド は 生命 を 落として いる 。 現在 、 2014 年 2 月 8 日 7 時 である 。	プロッド は 2014 年 2 月 8 日 5 時 に 生命 を 落とした 。	entailment	4	年月日時	short	以来（テイル形）
1826	2010 年 8 月 4 日 5 時 以来 、 フランク は 決勝 点 を 上げて いる 。 現在 、 2010 年 8 月 4 日 4 時 である 。	フランク は 2010 年 8 月 4 日 8 時 に 決勝 点 を 上げた 。	neutral	4	年月日時	short	以来（テイル形）
1827	2005 年 6 月 28 日 3 時 以来 、 ボブ は 勲章 を 受章 して いる 。 現在 、 2005 年 6 月 28 日 6 時 である 。	ボブ は 2005 年 6 月 28 日 5 時 に 勲章 を 受章 した 。	entailment	4	年月日時	short	以来（テイル形）
1828	2006 年 2 月 17 日 4 時 以来 、 マロリー は 治療 を 致して いる 。 現在 、 2006 年 2 月 17 日 3 時 である 。	マロリー は 2006 年 2 月 17 日 6 時 に 治療 を 致した 。	neutral	4	年月日時	short	以来（テイル形）
1829	2012 年 7 月 28 日 11 時 以来 、 イヴァン は 入賞 を 狙って いる 。 現在 、 2012 年 7 月 28 日 15 時 である 。	イヴァン は 2012 年 7 月 28 日 16 時 に 入賞 を 狙った 。	neutral	4	年月日時	short	以来（テイル形）
1830	2020 年 10 月 23 日 13 時 以来 、 マーヴィン は 農業 を 継いで いる 。 現在 、 2020 年 10 月 23 日 20 時 である 。	マーヴィン は 2020 年 10 月 23 日 14 時 に 農業 を 継いだ 。	entailment	4	年月日時	short	以来（テイル形）
1831	2016 年 5 月 12 日 7 時 以来 、 ボブ は 評価 を 発表 して いる 。 現在 、 2016 年 5 月 12 日 8 時 である 。	ボブ は 2016 年 5 月 12 日 12 時 に 評価 を 発表 した 。	neutral	4	年月日時	short	以来（テイル形）
1832	2015 年 9 月 8 日 8 時 以来 、 マロリー は 雄姿 を 現して いる 。 現在 、 2015 年 9 月 8 日 15 時 である 。	マロリー は 2015 年 9 月 8 日 13 時 に 雄姿 を 現した 。	entailment	4	年月日時	short	以来（テイル形）
1833	2009 年 10 月 15 日 5 時 以来 、 アイザック は 得点 を 争って いる 。 現在 、 2009 年 10 月 15 日 3 時 である 。	アイザック は 2009 年 10 月 15 日 7 時 に 得点 を 争った 。	neutral	4	年月日時	short	以来（テイル形）
1834	2000 年 3 月 29 日 9 時 以来 、 ゾーイ は スイス を 訪れて いる 。 現在 、 2000 年 3 月 29 日 6 時 である 。	ゾーイ は 2000 年 3 月 29 日 12 時 に スイス を 訪れた 。	neutral	4	年月日時	short	以来（テイル形）
1835	2010 年 7 月 31 日 8 時 以来 、 マレット は 論議 を して いる 。 現在 、 2010 年 7 月 31 日 12 時 である 。	マレット は 2010 年 7 月 31 日 11 時 に 論議 を した 。	entailment	4	年月日時	short	以来（テイル形）
1836	2016 年 2 月 1 日 7 時 以来 、 アイザック は 判断 を 取って いる 。 現在 、 2016 年 2 月 1 日 5 時 である 。	アイザック は 2016 年 2 月 1 日 10 時 に 判断 を 取った 。	neutral	4	年月日時	short	以来（テイル形）
1837	2010 年 11 月 21 日 5 時 以来 、 パット は ボイコット を 表明 して いる 。 現在 、 2010 年 11 月 21 日 8 時 である 。	パット は 2010 年 11 月 21 日 9 時 に ボイコット を 表明 した 。	neutral	4	年月日時	short	以来（テイル形）
1838	2000 年 4 月 26 日 4 時 以来 、 プロッド は 着付け を 始めて いる 。 現在 、 2000 年 4 月 26 日 9 時 である 。	プロッド は 2000 年 4 月 26 日 7 時 に 着付け を 始めた 。	entailment	4	年月日時	short	以来（テイル形）
1839	1 月 以来 、 エレン は 祝言 を 挙げて いる 。 現在 、 3 月 である 。	エレン は 4 月 に 祝言 を 挙げた 。	neutral	4	月	random	以来（テイル形）
1840	7 月 以来 、 フランク は 生命 を 落として いる 。 現在 、 12 月 である 。	フランク は 2 月 に 生命 を 落とした 。	contradiction	4	月	random	以来（テイル形）
1841	7 月 以来 、 オスカー は 右手 を 失って いる 。 現在 、 8 月 である 。	オスカー は 6 月 に 右手 を 失った 。	contradiction	4	月	random	以来（テイル形）
1842	8 月 以来 、 ウォルター は 提言 を 致して いる 。 現在 、 2 月 である 。	ウォルター は 1 月 に 提言 を 致した 。	contradiction	4	月	random	以来（テイル形）
1843	3 月 以来 、 キャロル は 入学 金 を 支払って いる 。 現在 、 7 月 である 。	キャロル は 9 月 に 入学 金 を 支払った 。	neutral	4	月	random	以来（テイル形）
1844	8 月 以来 、 ビクター は 成績 を 発表 して いる 。 現在 、 9 月 である 。	ビクター は 2 月 に 成績 を 発表 した 。	contradiction	4	月	random	以来（テイル形）
1845	7 月 以来 、 ビクター は 便 を 堕す して いる 。 現在 、 11 月 である 。	ビクター は 5 月 に 便 を 堕す した 。	contradiction	4	月	random	以来（テイル形）
1846	3 月 以来 、 スティーブ は ドア を 開けて いる 。 現在 、 6 月 である 。	スティーブ は 11 月 に ドア を 開けた 。	neutral	4	月	random	以来（テイル形）
1847	8 月 以来 、 アリス は 試掘 を 行って いる 。 現在 、 7 月 である 。	アリス は 12 月 に 試掘 を 行った 。	neutral	4	月	random	以来（テイル形）
1848	10 月 以来 、 オスカー は ベンチ を 立って いる 。 現在 、 5 月 である 。	オスカー は 3 月 に ベンチ を 立った 。	contradiction	4	月	random	以来（テイル形）
1849	7 月 以来 、 ビクター は ブレイク を 起こして いる 。 現在 、 8 月 である 。	ビクター は 12 月 に ブレイク を 起こした 。	neutral	4	月	random	以来（テイル形）
1850	6 月 以来 、 ウォルター は 冷や汗 を 欠いて いる 。 現在 、 3 月 である 。	ウォルター は 10 月 に 冷や汗 を 欠いた 。	neutral	4	月	random	以来（テイル形）
1851	4 月 以来 、 フランク は キット を 発表 して いる 。 現在 、 6 月 である 。	フランク は 12 月 に キット を 発表 した 。	neutral	4	月	random	以来（テイル形）
1852	1 月 以来 、 イブ は 映画 を 発表 して いる 。 現在 、 8 月 である 。	イブ は 12 月 に 映画 を 発表 した 。	neutral	4	月	random	以来（テイル形）
1853	10 月 以来 、 プロッド は 産声 を 上げて いる 。 現在 、 4 月 である 。	プロッド は 12 月 に 産声 を 上げた 。	neutral	4	月	random	以来（テイル形）
1854	3 月 以来 、 イブ は レス を 出して いる 。 現在 、 7 月 である 。	イブ は 8 月 に レス を 出した 。	neutral	4	月	random	以来（テイル形）
1855	2 月 以来 、 プロッド は 熊 を 造って いる 。 現在 、 7 月 である 。	プロッド は 4 月 に 熊 を 造った 。	entailment	4	月	random	以来（テイル形）
1856	9 月 以来 、 マチルダ は 恵み を 貰って いる 。 現在 、 12 月 である 。	マチルダ は 1 月 に 恵み を 貰った 。	contradiction	4	月	random	以来（テイル形）
1857	2 月 以来 、 マーヴィン は 手紙 を 提出 して いる 。 現在 、 9 月 である 。	マーヴィン は 12 月 に 手紙 を 提出 した 。	neutral	4	月	random	以来（テイル形）
1858	8 月 以来 、 ボブ は 気炎 を 上げて いる 。 現在 、 7 月 である 。	ボブ は 2 月 に 気炎 を 上げた 。	contradiction	4	月	random	以来（テイル形）
1859	12 月 以来 、 トルーディー は 議長 を 訪問 して いる 。 現在 、 11 月 である 。	トルーディー は 4 月 に 議長 を 訪問 した 。	contradiction	4	月	random	以来（テイル形）
1860	3 月 以来 、 マーヴィン は リモコン を 振って いる 。 現在 、 4 月 である 。	マーヴィン は 10 月 に リモコン を 振った 。	neutral	4	月	random	以来（テイル形）
1861	4 月 以来 、 パット は 此処 を 離れて いる 。 現在 、 11 月 である 。	パット は 12 月 に 此処 を 離れた 。	neutral	4	月	random	以来（テイル形）
1862	3 月 以来 、 イブ は 主張 を 述べて いる 。 現在 、 12 月 である 。	イブ は 11 月 に 主張 を 述べた 。	entailment	4	月	random	以来（テイル形）
1863	10 月 以来 、 プロッド は 突っ込み を 入れて いる 。 現在 、 11 月 である 。	プロッド は 6 月 に 突っ込み を 入れた 。	contradiction	4	月	random	以来（テイル形）
1864	4 月 以来 、 オスカー は 議会 を 解散 して いる 。 現在 、 11 月 である 。	オスカー は 7 月 に 議会 を 解散 した 。	entailment	4	月	random	以来（テイル形）
1865	4 月 以来 、 アリス は 決議 を 手渡して いる 。 現在 、 1 月 である 。	アリス は 9 月 に 決議 を 手渡した 。	neutral	4	月	random	以来（テイル形）
1866	6 月 以来 、 マレット は 掲載 を 致して いる 。 現在 、 11 月 である 。	マレット は 3 月 に 掲載 を 致した 。	contradiction	4	月	random	以来（テイル形）
1867	7 月 以来 、 マロリー は 花火 を 向けて いる 。 現在 、 6 月 である 。	マロリー は 12 月 に 花火 を 向けた 。	neutral	4	月	random	以来（テイル形）
1868	2 月 以来 、 マレット は 優待 を 致して いる 。 現在 、 10 月 である 。	マレット は 8 月 に 優待 を 致した 。	entailment	4	月	random	以来（テイル形）
1869	12 月 以来 、 マチルダ は 退任 を 表明 して いる 。 現在 、 11 月 である 。	マチルダ は 4 月 に 退任 を 表明 した 。	contradiction	4	月	random	以来（テイル形）
1870	11 月 以来 、 マーヴィン は 分析 表 を 作成 して いる 。 現在 、 9 月 である 。	マーヴィン は 4 月 に 分析 表 を 作成 した 。	contradiction	4	月	random	以来（テイル形）
1871	2 月 以来 、 ジャスティン は 管理 費 を 支払って いる 。 現在 、 12 月 である 。	ジャスティン は 5 月 に 管理 費 を 支払った 。	entailment	4	月	random	以来（テイル形）
1872	3 月 以来 、 スティーブ は 彼女 を 愛して いる 。 現在 、 8 月 である 。	スティーブ は 5 月 に 彼女 を 愛した 。	entailment	4	月	random	以来（テイル形）
1873	7 月 以来 、 アリス は 僕 を 殺して いる 。 現在 、 1 月 である 。	アリス は 2 月 に 僕 を 殺した 。	contradiction	4	月	random	以来（テイル形）
1874	9 月 以来 、 アリス は シンカ を 投げて いる 。 現在 、 1 月 である 。	アリス は 4 月 に シンカ を 投げた 。	contradiction	4	月	random	以来（テイル形）
1875	7 月 以来 、 ボブ は 相手 を 許して いる 。 現在 、 12 月 である 。	ボブ は 8 月 に 相手 を 許した 。	entailment	4	月	random	以来（テイル形）
1876	2 月 以来 、 アリス は 顎 を 下げて いる 。 現在 、 11 月 である 。	アリス は 7 月 に 顎 を 下げた 。	entailment	4	月	random	以来（テイル形）
1877	6 月 以来 、 マロリー は 資料 を 届けて いる 。 現在 、 11 月 である 。	マロリー は 9 月 に 資料 を 届けた 。	entailment	4	月	random	以来（テイル形）
1878	7 月 以来 、 プロッド は 協約 を 結んで いる 。 現在 、 8 月 である 。	プロッド は 5 月 に 協約 を 結んだ 。	contradiction	4	月	short	以来（テイル形）
1879	4 月 以来 、 スティーブ は フランス を 訪問 して いる 。 現在 、 1 月 である 。	スティーブ は 2 月 に フランス を 訪問 した 。	contradiction	4	月	short	以来（テイル形）
1880	5 月 以来 、 トレント は 点 を 奪って いる 。 現在 、 3 月 である 。	トレント は 4 月 に 点 を 奪った 。	contradiction	4	月	short	以来（テイル形）
1881	3 月 以来 、 アリス は 罰 を 受けて いる 。 現在 、 4 月 である 。	アリス は 2 月 に 罰 を 受けた 。	contradiction	4	月	short	以来（テイル形）
1882	4 月 以来 、 プロッド は 肩 を 下げて いる 。 現在 、 5 月 である 。	プロッド は 7 月 に 肩 を 下げた 。	neutral	4	月	short	以来（テイル形）
1883	2 月 以来 、 ビクター は 両足 を 離して いる 。 現在 、 1 月 である 。	ビクター は 4 月 に 両足 を 離した 。	neutral	4	月	short	以来（テイル形）
1884	10 月 以来 、 マーヴィン は 責め を 負って いる 。 現在 、 8 月 である 。	マーヴィン は 9 月 に 責め を 負った 。	contradiction	4	月	short	以来（テイル形）
1885	7 月 以来 、 ゾーイ は 解釈 を 述べて いる 。 現在 、 8 月 である 。	ゾーイ は 6 月 に 解釈 を 述べた 。	contradiction	4	月	short	以来（テイル形）
1886	1 月 以来 、 パット は 演題 賞 を 受賞 して いる 。 現在 、 2 月 である 。	パット は 3 月 に 演題 賞 を 受賞 した 。	neutral	4	月	short	以来（テイル形）
1887	8 月 以来 、 マロリー は 吐息 を 突いて いる 。 現在 、 10 月 である 。	マロリー は 7 月 に 吐息 を 突いた 。	contradiction	4	月	short	以来（テイル形）
1888	4 月 以来 、 ジャスティン は 反攻 を 誓って いる 。 現在 、 5 月 である 。	ジャスティン は 7 月 に 反攻 を 誓った 。	neutral	4	月	short	以来（テイル形）
1889	2 月 以来 、 アイザック は 演説 会 を 開いて いる 。 現在 、 4 月 である 。	アイザック は 3 月 に 演説 会 を 開いた 。	entailment	4	月	short	以来（テイル形）
1890	1 月 以来 、 トルーディー は ボール を 蹴って いる 。 現在 、 3 月 である 。	トルーディー は 2 月 に ボール を 蹴った 。	entailment	4	月	short	以来（テイル形）
1891	3 月 以来 、 エレン は 適齢期 を 迎えて いる 。 現在 、 4 月 である 。	エレン は 2 月 に 適齢期 を 迎えた 。	contradiction	4	月	short	以来（テイル形）
1892	11 月 以来 、 ウォルター は 雨戸 を 開けて いる 。 現在 、 8 月 である 。	ウォルター は 10 月 に 雨戸 を 開けた 。	contradiction	4	月	short	以来（テイル形）
1893	4 月 以来 、 フランク は 腕 を 向けて いる 。 現在 、 1 月 である 。	フランク は 3 月 に 腕 を 向けた 。	contradiction	4	月	short	以来（テイル形）
1894	8 月 以来 、 パット は 連帯 を 深めて いる 。 現在 、 6 月 である 。	パット は 9 月 に 連帯 を 深めた 。	neutral	4	月	short	以来（テイル形）
1895	7 月 以来 、 ボブ は 一端 を 負って いる 。 現在 、 9 月 である 。	ボブ は 8 月 に 一端 を 負った 。	entailment	4	月	short	以来（テイル形）
1896	3 月 以来 、 トルーディー は 工場 を 引き継いで いる 。 現在 、 2 月 である 。	トルーディー は 4 月 に 工場 を 引き継いだ 。	neutral	4	月	short	以来（テイル形）
1897	3 月 以来 、 チャーリー は 安値 を 切って いる 。 現在 、 1 月 である 。	チャーリー は 4 月 に 安値 を 切った 。	neutral	4	月	short	以来（テイル形）
1898	3 月 以来 、 パット は 集計 を 行って いる 。 現在 、 4 月 である 。	パット は 5 月 に 集計 を 行った 。	neutral	4	月	short	以来（テイル形）
1899	7 月 以来 、 アリス は リード を 守って いる 。 現在 、 6 月 である 。	アリス は 9 月 に リード を 守った 。	neutral	4	月	short	以来（テイル形）
1900	5 月 以来 、 アイザック は 使命 を 負って いる 。 現在 、 3 月 である 。	アイザック は 2 月 に 使命 を 負った 。	contradiction	4	月	short	以来（テイル形）
1901	1 月 以来 、 イヴァン は 石材 店 を 選んで いる 。 現在 、 4 月 である 。	イヴァン は 3 月 に 石材 店 を 選んだ 。	entailment	4	月	short	以来（テイル形）
1902	2 月 以来 、 ペギー は イーグル を 決めて いる 。 現在 、 1 月 である 。	ペギー は 4 月 に イーグル を 決めた 。	neutral	4	月	short	以来（テイル形）
1903	6 月 以来 、 アリス は 日 を 伝えて いる 。 現在 、 7 月 である 。	アリス は 8 月 に 日 を 伝えた 。	neutral	4	月	short	以来（テイル形）
1904	3 月 以来 、 スティーブ は 料理 人 を 務めて いる 。 現在 、 6 月 である 。	スティーブ は 4 月 に 料理 人 を 務めた 。	entailment	4	月	short	以来（テイル形）
1905	6 月 以来 、 ジャスティン は 本性 を 表して いる 。 現在 、 8 月 である 。	ジャスティン は 7 月 に 本性 を 表した 。	entailment	4	月	short	以来（テイル形）
1906	9 月 以来 、 パット は 衆議院 を 解散 して いる 。 現在 、 10 月 である 。	パット は 8 月 に 衆議院 を 解散 した 。	contradiction	4	月	short	以来（テイル形）
1907	9 月 以来 、 ゾーイ は 決意 を 伝えて いる 。 現在 、 8 月 である 。	ゾーイ は 10 月 に 決意 を 伝えた 。	neutral	4	月	short	以来（テイル形）
1908	1 月 以来 、 ペギー は ニュース を 切って いる 。 現在 、 4 月 である 。	ペギー は 3 月 に ニュース を 切った 。	entailment	4	月	short	以来（テイル形）
1909	8 月 以来 、 ビクター は ソレ を 知って いる 。 現在 、 7 月 である 。	ビクター は 9 月 に ソレ を 知った 。	neutral	4	月	short	以来（テイル形）
1910	6 月 以来 、 マレット は 余り を 獲得 して いる 。 現在 、 4 月 である 。	マレット は 3 月 に 余り を 獲得 した 。	contradiction	4	月	short	以来（テイル形）
1911	4 月 以来 、 マレット は 巣立ち を 確認 して いる 。 現在 、 1 月 である 。	マレット は 3 月 に 巣立ち を 確認 した 。	contradiction	4	月	short	以来（テイル形）
1912	5 月 以来 、 アイザック は 遺体 を 引き取って いる 。 現在 、 7 月 である 。	アイザック は 6 月 に 遺体 を 引き取った 。	entailment	4	月	short	以来（テイル形）
1913	7 月 以来 、 キャロル は 耳 を 挟んで いる 。 現在 、 6 月 である 。	キャロル は 5 月 に 耳 を 挟んだ 。	contradiction	4	月	short	以来（テイル形）
1914	1 月 以来 、 スティーブ は 名前 を 連ねて いる 。 現在 、 3 月 である 。	スティーブ は 4 月 に 名前 を 連ねた 。	neutral	4	月	short	以来（テイル形）
1915	9 月 以来 、 フランク は 生き様 を 診て いる 。 現在 、 8 月 である 。	フランク は 11 月 に 生き様 を 診た 。	neutral	4	月	short	以来（テイル形）
1916	7 月 以来 、 スティーブ は 昇給 を 行って いる 。 現在 、 10 月 である 。	スティーブ は 9 月 に 昇給 を 行った 。	entailment	4	月	short	以来（テイル形）
1917	6 月 以来 、 フランク は 成績 を 争って いる 。 現在 、 9 月 である 。	フランク は 8 月 に 成績 を 争った 。	entailment	4	月	short	以来（テイル形）
1918	3 月 以来 、 ビクター は 詐称 を 認めて いる 。 現在 、 5 月 である 。	ビクター は 4 月 に 詐称 を 認めた 。	entailment	4	月	short	以来（テイル形）
1919	7 月 以来 、 スティーブ は 婚姻 を 結んで いる 。 現在 、 10 月 である 。	スティーブ は 8 月 に 婚姻 を 結んだ 。	entailment	4	月	short	以来（テイル形）
1920	11 月 7 日 以来 、 イブ は 首 を 傾げて いる 。 現在 、 12 月 15 日 である 。	イブ は 11 月 20 日 に 首 を 傾げた 。	entailment	4	月日	random	以来（テイル形）
