num	premise	hypothesis	gold_label	template_num	time_format	time_span
4470	オスカー が 2005 年 5 月 10 日 に 貸切 を 承った 。	オスカー は それ を 2005 年 5 月 6 日 に 承った 。	contradiction	23	年月日	short
4471	マチルダ が 2019 年 8 月 10 日 に 風邪 を 引いた 。	マチルダ は それ を 2019 年 8 月 6 日 に 引いた 。	contradiction	23	年月日	short
4472	アイザック が 2001 年 12 月 14 日 に 電磁 波 を 受けた 。	アイザック は それ を 2001 年 12 月 12 日 に 受けた 。	contradiction	23	年月日	short
4473	パット が 2007 年 1 月 22 日 に 愚痴 を 聞いた 。	パット は それ を 2007 年 1 月 15 日 に 聞いた 。	contradiction	23	年月日	short
4474	トルーディー が 2001 年 8 月 19 日 に 飛球 を 放った 。	トルーディー は それ を 2001 年 8 月 21 日 に 放った 。	contradiction	23	年月日	short
4475	ビクター が 2017 年 6 月 8 日 に 確信 を 語った 。	ビクター は それ を 2017 年 6 月 12 日 に 語った 。	contradiction	23	年月日	short
4476	ボブ が 2000 年 1 月 18 日 13 時 に 捜索 を 受けた 。	ボブ は それ を 2009 年 9 月 19 日 12 時 に 受けた 。	contradiction	23	年月日時	random
4477	オスカー が 2001 年 3 月 18 日 9 時 に 自衛 隊 を 送った 。	オスカー は それ を 2018 年 12 月 7 日 22 時 に 送った 。	contradiction	23	年月日時	random
4478	マチルダ が 2001 年 3 月 14 日 10 時 に 精神 科 を 訪れた 。	マチルダ は それ を 2003 年 3 月 27 日 5 時 に 訪れた 。	contradiction	23	年月日時	random
4479	フランク が 2015 年 5 月 28 日 22 時 に ドライビング を 楽しんだ 。	フランク は それ を 2008 年 1 月 2 日 11 時 に 楽しんだ 。	contradiction	23	年月日時	random
4480	ビクター が 2000 年 9 月 15 日 6 時 に 前足 を 伸ばした 。	ビクター は それ を 2016 年 2 月 11 日 6 時 に 伸ばした 。	contradiction	23	年月日時	random
4481	パット が 2018 年 8 月 15 日 3 時 に 椅子 を 立った 。	パット は それ を 2020 年 3 月 18 日 18 時 に 立った 。	contradiction	23	年月日時	random
4482	キャロル が 2014 年 5 月 15 日 14 時 に 硝子 戸 を 開けた 。	キャロル は それ を 2003 年 6 月 10 日 17 時 に 開けた 。	contradiction	23	年月日時	random
4483	イブ が 2009 年 1 月 11 日 3 時 に 身体 を 運んだ 。	イブ は それ を 2006 年 2 月 10 日 9 時 に 運んだ 。	contradiction	23	年月日時	random
4484	イブ が 2019 年 9 月 4 日 11 時 に メダル を 決めた 。	イブ は それ を 2010 年 1 月 13 日 21 時 に 決めた 。	contradiction	23	年月日時	random
4485	アリス が 2017 年 6 月 13 日 23 時 に 御飯 を 繰れた 。	アリス は それ を 2016 年 9 月 11 日 18 時 に 繰れた 。	contradiction	23	年月日時	random
4486	ジャスティン が 2008 年 8 月 20 日 22 時 に 教授 を 訪問 した 。	ジャスティン は それ を 2015 年 6 月 19 日 2 時 に 訪問 した 。	contradiction	23	年月日時	random
4487	ペギー が 2020 年 7 月 31 日 20 時 に 近道 を 教えた 。	ペギー は それ を 2013 年 6 月 16 日 19 時 に 教えた 。	contradiction	23	年月日時	random
4488	プロッド が 2012 年 5 月 15 日 8 時 に 事故 を 祈願 した 。	プロッド は それ を 2014 年 12 月 25 日 19 時 に 祈願 した 。	contradiction	23	年月日時	random
4489	キャロル が 2002 年 6 月 14 日 15 時 に イノベーション を 行った 。	キャロル は それ を 2019 年 3 月 24 日 11 時 に 行った 。	contradiction	23	年月日時	random
4490	エレン が 2019 年 5 月 1 日 7 時 に 感慨 を 受けた 。	エレン は それ を 2007 年 10 月 17 日 3 時 に 受けた 。	contradiction	23	年月日時	random
4491	スティーブ が 2018 年 6 月 2 日 14 時 に クチ を 挟んだ 。	スティーブ は それ を 2015 年 3 月 14 日 15 時 に 挟んだ 。	contradiction	23	年月日時	random
4492	チャーリー が 2010 年 4 月 23 日 16 時 に トライアル を 開始 した 。	チャーリー は それ を 2009 年 5 月 10 日 2 時 に 開始 した 。	contradiction	23	年月日時	random
4493	アリス が 2014 年 5 月 25 日 1 時 に 声 を 揃えた 。	アリス は それ を 2014 年 11 月 11 日 12 時 に 揃えた 。	contradiction	23	年月日時	random
4494	フランク が 2004 年 11 月 23 日 10 時 に 算出 を 致した 。	フランク は それ を 2000 年 1 月 7 日 8 時 に 致した 。	contradiction	23	年月日時	random
4495	アイザック が 2004 年 11 月 6 日 19 時 に 連絡 先 を 送った 。	アイザック は それ を 2012 年 1 月 3 日 12 時 に 送った 。	contradiction	23	年月日時	random
4496	マーヴィン が 2016 年 3 月 24 日 13 時 に 学年 を 担当 した 。	マーヴィン は それ を 2009 年 5 月 29 日 21 時 に 担当 した 。	contradiction	23	年月日時	random
4497	ゾーイ が 2007 年 12 月 19 日 13 時 に 静止 画 を 撮った 。	ゾーイ は それ を 2015 年 10 月 24 日 23 時 に 撮った 。	contradiction	23	年月日時	random
4498	アリス が 2005 年 6 月 3 日 23 時 に 毛布 を 受け取った 。	アリス は それ を 2009 年 5 月 15 日 20 時 に 受け取った 。	contradiction	23	年月日時	random
4499	パット が 2010 年 3 月 26 日 21 時 に 任命 書 を 受け取った 。	パット は それ を 2001 年 11 月 21 日 5 時 に 受け取った 。	contradiction	23	年月日時	random
4500	ビクター が 2014 年 1 月 4 日 21 時 に 右 肩 を 掴んだ 。	ビクター は それ を 2004 年 9 月 15 日 12 時 に 掴んだ 。	contradiction	23	年月日時	random
4501	フランク が 2000 年 11 月 13 日 7 時 に 会話 を した 。	フランク は それ を 2000 年 11 月 13 日 10 時 に した 。	contradiction	23	年月日時	short
4502	イヴァン が 2000 年 9 月 22 日 4 時 に 判断 を 受けた 。	イヴァン は それ を 2000 年 9 月 22 日 10 時 に 受けた 。	contradiction	23	年月日時	short
4503	ウォルター が 2005 年 1 月 20 日 3 時 に 他人 を 愛した 。	ウォルター は それ を 2005 年 1 月 20 日 5 時 に 愛した 。	contradiction	23	年月日時	short
4504	ボブ が 2006 年 7 月 8 日 6 時 に 間の手 を 入れた 。	ボブ は それ を 2006 年 7 月 8 日 4 時 に 入れた 。	contradiction	23	年月日時	short
4505	マーヴィン が 2012 年 5 月 24 日 10 時 に 譲渡 を 致した 。	マーヴィン は それ を 2012 年 5 月 24 日 8 時 に 致した 。	contradiction	23	年月日時	short
4506	マーヴィン が 2003 年 10 月 16 日 9 時 に 足 を 挙げた 。	マーヴィン は それ を 2003 年 10 月 16 日 8 時 に 挙げた 。	contradiction	23	年月日時	short
4507	オスカー が 2012 年 7 月 18 日 10 時 に 小遣い を 下さる た 。	オスカー は それ を 2012 年 7 月 18 日 4 時 に 下さる た 。	contradiction	23	年月日時	short
4508	オスカー が 2018 年 2 月 19 日 8 時 に 協力 を 致した 。	オスカー は それ を 2018 年 2 月 19 日 8 時 に 致した 。	entailment	23	年月日時	short
4509	トレント が 2016 年 12 月 6 日 8 時 に 琴 を 知った 。	トレント は それ を 2016 年 12 月 6 日 6 時 に 知った 。	contradiction	23	年月日時	short
4510	プロッド が 2009 年 9 月 12 日 15 時 に 翻訳 文 を 提出 した 。	プロッド は それ を 2009 年 9 月 12 日 13 時 に 提出 した 。	contradiction	23	年月日時	short
4511	パット が 2014 年 9 月 19 日 5 時 に 学生 を 案内 した 。	パット は それ を 2014 年 9 月 19 日 8 時 に 案内 した 。	contradiction	23	年月日時	short
4512	ウォルター が 2002 年 3 月 28 日 6 時 に レメディ を 処方 した 。	ウォルター は それ を 2002 年 3 月 28 日 5 時 に 処方 した 。	contradiction	23	年月日時	short
4513	エレン が 2013 年 1 月 23 日 16 時 に 声 を 揚げた 。	エレン は それ を 2013 年 1 月 23 日 14 時 に 揚げた 。	contradiction	23	年月日時	short
4514	デイヴ が 2000 年 11 月 24 日 8 時 に 子 を 失った 。	デイヴ は それ を 2000 年 11 月 24 日 5 時 に 失った 。	contradiction	23	年月日時	short
4515	パット が 2016 年 3 月 30 日 5 時 に マラソン を 楽しんだ 。	パット は それ を 2016 年 3 月 30 日 8 時 に 楽しんだ 。	contradiction	23	年月日時	short
4516	アリス が 2003 年 9 月 25 日 17 時 に 太鼓判 を 押した 。	アリス は それ を 2003 年 9 月 25 日 20 時 に 押した 。	contradiction	23	年月日時	short
4517	マーヴィン が 2012 年 8 月 28 日 12 時 に コーティング を 致した 。	マーヴィン は それ を 2012 年 8 月 28 日 15 時 に 致した 。	contradiction	23	年月日時	short
4518	フランク が 2019 年 5 月 4 日 4 時 に 焦点 を 向けた 。	フランク は それ を 2019 年 5 月 4 日 3 時 に 向けた 。	contradiction	23	年月日時	short
4519	マレット が 2020 年 9 月 29 日 9 時 に 会社 を 回した 。	マレット は それ を 2020 年 9 月 29 日 11 時 に 回した 。	contradiction	23	年月日時	short
4520	ゾーイ が 2019 年 11 月 12 日 19 時 に 金員 を 支払った 。	ゾーイ は それ を 2019 年 11 月 12 日 21 時 に 支払った 。	contradiction	23	年月日時	short
4521	アイザック が 2002 年 1 月 21 日 18 時 に 必勝 法 を 教えた 。	アイザック は それ を 2002 年 1 月 21 日 18 時 に 教えた 。	entailment	23	年月日時	short
4522	ジャスティン が 2017 年 1 月 16 日 10 時 に 僕 を 抱き締めた 。	ジャスティン は それ を 2017 年 1 月 16 日 13 時 に 抱き締めた 。	contradiction	23	年月日時	short
4523	マロリー が 2016 年 3 月 10 日 8 時 に 悪口 を 聞いた 。	マロリー は それ を 2016 年 3 月 10 日 5 時 に 聞いた 。	contradiction	23	年月日時	short
4524	マーヴィン が 2019 年 4 月 15 日 17 時 に 勝ち星 を 上げた 。	マーヴィン は それ を 2019 年 4 月 15 日 18 時 に 上げた 。	contradiction	23	年月日時	short
4525	マーヴィン が 2013 年 11 月 5 日 17 時 に 料金 を 承った 。	マーヴィン は それ を 2013 年 11 月 5 日 16 時 に 承った 。	contradiction	23	年月日時	short
4526	プロッド が 4 月 に 拳銃 を 突き付けた 。	プロッド は それ を 6 月 に 突き付けた 。	contradiction	23	月	random
4527	デイヴ が 5 月 に 眉 を 開いた 。	デイヴ は それ を 12 月 に 開いた 。	contradiction	23	月	random
4528	イヴァン が 1 月 に 自営 業 を 始めた 。	イヴァン は それ を 8 月 に 始めた 。	contradiction	23	月	random
4529	ウォルター が 12 月 に 種明かし を した 。	ウォルター は それ を 7 月 に した 。	contradiction	23	月	random
4530	チャーリー が 3 月 に 天秤 を 傾けた 。	チャーリー は それ を 3 月 に 傾けた 。	entailment	23	月	random
4531	ゾーイ が 1 月 に 先取点 を 上げた 。	ゾーイ は それ を 8 月 に 上げた 。	contradiction	23	月	random
4532	ジャスティン が 11 月 に 広報 を 始めた 。	ジャスティン は それ を 8 月 に 始めた 。	contradiction	23	月	random
4533	トルーディー が 12 月 に 評価 を 行った 。	トルーディー は それ を 1 月 に 行った 。	contradiction	23	月	random
4534	キャロル が 7 月 に 利益 を 被った 。	キャロル は それ を 9 月 に 被った 。	contradiction	23	月	random
4535	ボブ が 9 月 に 延期 を 表明 した 。	ボブ は それ を 1 月 に 表明 した 。	contradiction	23	月	random
4536	トルーディー が 12 月 に 仕事 を 失った 。	トルーディー は それ を 9 月 に 失った 。	contradiction	23	月	random
4537	ウォルター が 12 月 に 裏話 を 伝えた 。	ウォルター は それ を 5 月 に 伝えた 。	contradiction	23	月	random
4538	ゾーイ が 11 月 に 勲章 を 受章 した 。	ゾーイ は それ を 10 月 に 受章 した 。	contradiction	23	月	random
4539	ウォルター が 11 月 に 景品 を 贈呈 した 。	ウォルター は それ を 9 月 に 贈呈 した 。	contradiction	23	月	random
4540	デイヴ が 9 月 に 御互い 気 を 使った 。	デイヴ は それ を 10 月 に 使った 。	contradiction	23	月	random
4541	アイザック が 2 月 に 情報 を 届けた 。	アイザック は それ を 10 月 に 届けた 。	contradiction	23	月	random
4542	アリス が 9 月 に 電話 を 受けた 。	アリス は それ を 10 月 に 受けた 。	contradiction	23	月	random
4543	ペギー が 7 月 に 親指 を 伸ばした 。	ペギー は それ を 12 月 に 伸ばした 。	contradiction	23	月	random
4544	トルーディー が 12 月 に 口 を 挟んだ 。	トルーディー は それ を 3 月 に 挟んだ 。	contradiction	23	月	random
4545	トレント が 4 月 に 駒 を 進めた 。	トレント は それ を 9 月 に 進めた 。	contradiction	23	月	random
4546	アイザック が 7 月 に 移籍 を 表明 した 。	アイザック は それ を 5 月 に 表明 した 。	contradiction	23	月	random
4547	マロリー が 4 月 に 新店 を オープン した 。	マロリー は それ を 6 月 に オープン した 。	contradiction	23	月	random
4548	イブ が 1 月 に 原案 を 提出 した 。	イブ は それ を 4 月 に 提出 した 。	contradiction	23	月	random
4549	トルーディー が 9 月 に 訂正 を 行った 。	トルーディー は それ を 3 月 に 行った 。	contradiction	23	月	random
4550	エレン が 10 月 に チーフ を 務めた 。	エレン は それ を 9 月 に 務めた 。	contradiction	23	月	random
4551	フランク が 7 月 に 白星 を 奪った 。	フランク は それ を 8 月 に 奪った 。	contradiction	23	月	short
4552	ペギー が 3 月 に 藍染 を 体験 した 。	ペギー は それ を 5 月 に 体験 した 。	contradiction	23	月	short
4553	ジャスティン が 9 月 に 本校 を 訪問 した 。	ジャスティン は それ を 7 月 に 訪問 した 。	contradiction	23	月	short
4554	オスカー が 7 月 に 心意気 を 語った 。	オスカー は それ を 7 月 に 語った 。	entailment	23	月	short
4555	パット が 8 月 に 郵便 局 を 訪問 した 。	パット は それ を 8 月 に 訪問 した 。	entailment	23	月	short
4556	マロリー が 8 月 に 合意 書 を 作成 した 。	マロリー は それ を 8 月 に 作成 した 。	entailment	23	月	short
4557	エレン が 11 月 に 任務 を 代行 した 。	エレン は それ を 10 月 に 代行 した 。	contradiction	23	月	short
4558	マレット が 8 月 に 合図 を 送った 。	マレット は それ を 10 月 に 送った 。	contradiction	23	月	short
4559	チャーリー が 7 月 に 面接 を 受けた 。	チャーリー は それ を 7 月 に 受けた 。	entailment	23	月	short
4560	トレント が 9 月 に ヒント を 発信 した 。	トレント は それ を 8 月 に 発信 した 。	contradiction	23	月	short
4561	アリス が 7 月 に 大 凶 を 引いた 。	アリス は それ を 8 月 に 引いた 。	contradiction	23	月	short
4562	デイヴ が 3 月 に 金利 を 決定 した 。	デイヴ は それ を 2 月 に 決定 した 。	contradiction	23	月	short
4563	マレット が 5 月 に 鼻水 を 流した 。	マレット は それ を 6 月 に 流した 。	contradiction	23	月	short
4564	デイヴ が 2 月 に 顔 を 傾げた 。	デイヴ は それ を 3 月 に 傾げた 。	contradiction	23	月	short
4565	マレット が 3 月 に 引き下げ を 行った 。	マレット は それ を 4 月 に 行った 。	contradiction	23	月	short
4566	アイザック が 5 月 に 続報 を 届けた 。	アイザック は それ を 5 月 に 届けた 。	entailment	23	月	short
4567	マチルダ が 5 月 に 反映 を 行った 。	マチルダ は それ を 7 月 に 行った 。	contradiction	23	月	short
4568	ペギー が 6 月 に 打席 を 迎えた 。	ペギー は それ を 8 月 に 迎えた 。	contradiction	23	月	short
4569	イヴァン が 6 月 に 人差し指 を 振った 。	イヴァン は それ を 8 月 に 振った 。	contradiction	23	月	short
4570	マーヴィン が 6 月 に 上 を 向けた 。	マーヴィン は それ を 5 月 に 向けた 。	contradiction	23	月	short
4571	ゾーイ が 8 月 に 大役 を 果たした 。	ゾーイ は それ を 8 月 に 果たした 。	entailment	23	月	short
4572	チャーリー が 8 月 に ビッコ を 挽いた 。	チャーリー は それ を 8 月 に 挽いた 。	entailment	23	月	short
4573	イブ が 5 月 に 育成 を 始めた 。	イブ は それ を 8 月 に 始めた 。	contradiction	23	月	short
4574	トレント が 8 月 に 諸国 を 訪問 した 。	トレント は それ を 9 月 に 訪問 した 。	contradiction	23	月	short
4575	スティーブ が 4 月 に 美 を 結んだ 。	スティーブ は それ を 1 月 に 結んだ 。	contradiction	23	月	short
4576	チャーリー が 4 月 23 日 に 習得 を 始めた 。	チャーリー は それ を 7 月 11 日 に 始めた 。	contradiction	23	月日	random
4577	アイザック が 1 月 5 日 に 尻尾 を 伸ばした 。	アイザック は それ を 11 月 19 日 に 伸ばした 。	contradiction	23	月日	random
4578	トレント が 9 月 28 日 に 県庁 を 訪問 した 。	トレント は それ を 1 月 16 日 に 訪問 した 。	contradiction	23	月日	random
4579	パット が 9 月 16 日 に 身支度 を 始めた 。	パット は それ を 11 月 11 日 に 始めた 。	contradiction	23	月日	random
4580	イヴァン が 4 月 18 日 に 冷 汗 を 欠いた 。	イヴァン は それ を 6 月 2 日 に 欠いた 。	contradiction	23	月日	random
4581	イブ が 9 月 25 日 に ピンフォール を 奪った 。	イブ は それ を 5 月 24 日 に 奪った 。	contradiction	23	月日	random
4582	スティーブ が 10 月 9 日 に 養護 を 行った 。	スティーブ は それ を 1 月 14 日 に 行った 。	contradiction	23	月日	random
4583	マーヴィン が 2 月 24 日 に 看護 を 行った 。	マーヴィン は それ を 1 月 14 日 に 行った 。	contradiction	23	月日	random
4584	マレット が 8 月 25 日 に 入賞 を 決めた 。	マレット は それ を 10 月 1 日 に 決めた 。	contradiction	23	月日	random
4585	デイヴ が 3 月 27 日 に 決議 を 発表 した 。	デイヴ は それ を 7 月 25 日 に 発表 した 。	contradiction	23	月日	random
4586	マロリー が 10 月 3 日 に 地区 を 決定 した 。	マロリー は それ を 11 月 19 日 に 決定 した 。	contradiction	23	月日	random
4587	マレット が 3 月 28 日 に 裏話 を 伝えた 。	マレット は それ を 7 月 19 日 に 伝えた 。	contradiction	23	月日	random
4588	イヴァン が 12 月 22 日 に 耳 を 挟んだ 。	イヴァン は それ を 9 月 3 日 に 挟んだ 。	contradiction	23	月日	random
4589	フランク が 8 月 25 日 に 停止 を 表明 した 。	フランク は それ を 5 月 22 日 に 表明 した 。	contradiction	23	月日	random
4590	ビクター が 11 月 1 日 に 土地 を 探した 。	ビクター は それ を 3 月 25 日 に 探した 。	contradiction	23	月日	random
4591	フランク が 3 月 12 日 に 勝ち を 収めた 。	フランク は それ を 9 月 10 日 に 収めた 。	contradiction	23	月日	random
4592	マロリー が 11 月 9 日 に 君 を 愛した 。	マロリー は それ を 5 月 19 日 に 愛した 。	contradiction	23	月日	random
4593	キャロル が 4 月 19 日 に 医院 を 担当 した 。	キャロル は それ を 1 月 11 日 に 担当 した 。	contradiction	23	月日	random
4594	チャーリー が 2 月 4 日 に 後姿 を 消した 。	チャーリー は それ を 5 月 16 日 に 消した 。	contradiction	23	月日	random
4595	ジャスティン が 2 月 7 日 に 疑問 点 を 述べた 。	ジャスティン は それ を 11 月 21 日 に 述べた 。	contradiction	23	月日	random
4596	スティーブ が 12 月 14 日 に 辞令 を 受け取った 。	スティーブ は それ を 12 月 25 日 に 受け取った 。	contradiction	23	月日	random
4597	パット が 5 月 13 日 に 瞳 を 合わせた 。	パット は それ を 10 月 1 日 に 合わせた 。	contradiction	23	月日	random
4598	アイザック が 7 月 20 日 に 白星 を 収めた 。	アイザック は それ を 12 月 28 日 に 収めた 。	contradiction	23	月日	random
4599	ビクター が 9 月 30 日 に 配達 を 開始 した 。	ビクター は それ を 7 月 22 日 に 開始 した 。	contradiction	23	月日	random
4600	トレント が 11 月 16 日 に 元気 を 貰った 。	トレント は それ を 11 月 27 日 に 貰った 。	contradiction	23	月日	random
4601	イブ が 12 月 15 日 に 臍 を 出した 。	イブ は それ を 12 月 23 日 に 出した 。	contradiction	23	月日	short
4602	スティーブ が 12 月 5 日 に 広告 費 を 払った 。	スティーブ は それ を 12 月 7 日 に 払った 。	contradiction	23	月日	short
4603	ペギー が 3 月 16 日 に 体 を 引いた 。	ペギー は それ を 3 月 18 日 に 引いた 。	contradiction	23	月日	short
4604	チャーリー が 12 月 9 日 に 相当 額 を 支払った 。	チャーリー は それ を 12 月 3 日 に 支払った 。	contradiction	23	月日	short
4605	ゾーイ が 10 月 4 日 に 童歌 を 楽しんだ 。	ゾーイ は それ を 10 月 6 日 に 楽しんだ 。	contradiction	23	月日	short
4606	エレン が 1 月 12 日 に 首相 を 訪問 した 。	エレン は それ を 1 月 9 日 に 訪問 した 。	contradiction	23	月日	short
4607	アリス が 7 月 20 日 に 測量 を 行った 。	アリス は それ を 7 月 14 日 に 行った 。	contradiction	23	月日	short
4608	アリス が 10 月 19 日 に 更正 を 行った 。	アリス は それ を 10 月 22 日 に 行った 。	contradiction	23	月日	short
4609	オスカー が 3 月 17 日 に 質問 を 行った 。	オスカー は それ を 3 月 17 日 に 行った 。	entailment	23	月日	short
4610	チャーリー が 10 月 6 日 に ゴール を 見せた 。	チャーリー は それ を 10 月 8 日 に 見せた 。	contradiction	23	月日	short
4611	プロッド が 10 月 1 日 に 教頭 を 務めた 。	プロッド は それ を 10 月 9 日 に 務めた 。	contradiction	23	月日	short
4612	アイザック が 4 月 24 日 に 盲目 を 覚ました 。	アイザック は それ を 4 月 17 日 に 覚ました 。	contradiction	23	月日	short
4613	スティーブ が 5 月 19 日 に 一般 論 を 話した 。	スティーブ は それ を 5 月 21 日 に 話した 。	contradiction	23	月日	short
4614	アリス が 1 月 25 日 に ツーショット を 撮った 。	アリス は それ を 1 月 22 日 に 撮った 。	contradiction	23	月日	short
4615	スティーブ が 9 月 19 日 に 覚え書き を 書いた 。	スティーブ は それ を 9 月 17 日 に 書いた 。	contradiction	23	月日	short
4616	ビクター が 10 月 10 日 に 金星 を 奪った 。	ビクター は それ を 10 月 8 日 に 奪った 。	contradiction	23	月日	short
4617	デイヴ が 1 月 13 日 に 私 を 失った 。	デイヴ は それ を 1 月 7 日 に 失った 。	contradiction	23	月日	short
4618	ボブ が 8 月 21 日 に 奨励 を 贈呈 した 。	ボブ は それ を 8 月 26 日 に 贈呈 した 。	contradiction	23	月日	short
4619	フランク が 9 月 19 日 に 結論 を した 。	フランク は それ を 9 月 12 日 に した 。	contradiction	23	月日	short
4620	イブ が 8 月 10 日 に 痛手 を 被った 。	イブ は それ を 8 月 12 日 に 被った 。	contradiction	23	月日	short
4621	フランク が 7 月 18 日 に 笑顔 を 出した 。	フランク は それ を 7 月 19 日 に 出した 。	contradiction	23	月日	short
4622	ジャスティン が 12 月 24 日 に 馬 謖 を 切った 。	ジャスティン は それ を 12 月 18 日 に 切った 。	contradiction	23	月日	short
4623	アリス が 4 月 18 日 に 再起 戦 を 飾った 。	アリス は それ を 4 月 22 日 に 飾った 。	contradiction	23	月日	short
4624	ペギー が 11 月 14 日 に 訳 を 知った 。	ペギー は それ を 11 月 17 日 に 知った 。	contradiction	23	月日	short
4625	プロッド が 2 月 22 日 に 営業 を 案内 した 。	プロッド は それ を 2 月 22 日 に 案内 した 。	entailment	23	月日	short
4626	チャーリー が 8 月 29 日 21 時 に 日光 を 受けた 。	チャーリー は それ を 9 月 30 日 16 時 に 受けた 。	contradiction	23	月日時	random
4627	スティーブ が 6 月 30 日 5 時 に 痛み を サポート した 。	スティーブ は それ を 6 月 16 日 19 時 に サポート した 。	contradiction	23	月日時	random
4628	デイヴ が 4 月 27 日 15 時 に 出演 を 受けた 。	デイヴ は それ を 3 月 31 日 15 時 に 受けた 。	contradiction	23	月日時	random
4629	トレント が 4 月 26 日 15 時 に ステイ を 楽しんだ 。	トレント は それ を 3 月 20 日 23 時 に 楽しんだ 。	contradiction	23	月日時	random
4630	トレント が 1 月 25 日 16 時 に 宮島 を 訪れた 。	トレント は それ を 9 月 25 日 10 時 に 訪れた 。	contradiction	23	月日時	random
4631	スティーブ が 3 月 13 日 6 時 に 刑罰 を 下した 。	スティーブ は それ を 6 月 12 日 4 時 に 下した 。	contradiction	23	月日時	random
4632	イブ が 3 月 30 日 4 時 に 子守唄 を 歌った 。	イブ は それ を 7 月 25 日 7 時 に 歌った 。	contradiction	23	月日時	random
4633	マーヴィン が 6 月 18 日 15 時 に 争議 を 起こした 。	マーヴィン は それ を 5 月 30 日 1 時 に 起こした 。	contradiction	23	月日時	random
4634	デイヴ が 8 月 14 日 1 時 に 場面 を 見せた 。	デイヴ は それ を 3 月 4 日 4 時 に 見せた 。	contradiction	23	月日時	random
4635	デイヴ が 4 月 26 日 15 時 に 道路 を 練り歩いた 。	デイヴ は それ を 5 月 23 日 4 時 に 練り歩いた 。	contradiction	23	月日時	random
4636	フランク が 1 月 4 日 2 時 に 店 を 伺った 。	フランク は それ を 6 月 20 日 22 時 に 伺った 。	contradiction	23	月日時	random
4637	フランク が 12 月 29 日 9 時 に 勲章 を 受章 した 。	フランク は それ を 11 月 11 日 2 時 に 受章 した 。	contradiction	23	月日時	random
4638	ボブ が 9 月 22 日 1 時 に 心 を 落とした 。	ボブ は それ を 2 月 13 日 17 時 に 落とした 。	contradiction	23	月日時	random
4639	ウォルター が 6 月 25 日 1 時 に 知人 を 案内 した 。	ウォルター は それ を 7 月 17 日 6 時 に 案内 した 。	contradiction	23	月日時	random
4640	プロッド が 5 月 12 日 19 時 に 防衛 策 を 盗った 。	プロッド は それ を 11 月 21 日 8 時 に 盗った 。	contradiction	23	月日時	random
4641	トレント が 1 月 10 日 18 時 に 紙 を 流した 。	トレント は それ を 11 月 21 日 18 時 に 流した 。	contradiction	23	月日時	random
4642	フランク が 12 月 13 日 0 時 に 時々 顔 を 合わせた 。	フランク は それ を 8 月 15 日 1 時 に 合わせた 。	contradiction	23	月日時	random
4643	トレント が 9 月 4 日 8 時 に 依頼 を 受けた 。	トレント は それ を 9 月 30 日 14 時 に 受けた 。	contradiction	23	月日時	random
4644	デイヴ が 8 月 22 日 12 時 に 得点 を 獲った 。	デイヴ は それ を 2 月 13 日 18 時 に 獲った 。	contradiction	23	月日時	random
4645	パット が 3 月 28 日 22 時 に 湖 を 訪れた 。	パット は それ を 3 月 19 日 22 時 に 訪れた 。	contradiction	23	月日時	random
4646	プロッド が 1 月 23 日 14 時 に 口論 を した 。	プロッド は それ を 4 月 23 日 14 時 に した 。	contradiction	23	月日時	random
4647	オスカー が 8 月 21 日 19 時 に ストレス を 向けた 。	オスカー は それ を 7 月 27 日 5 時 に 向けた 。	contradiction	23	月日時	random
4648	アリス が 11 月 13 日 17 時 に 学部 を 訪問 した 。	アリス は それ を 1 月 31 日 8 時 に 訪問 した 。	contradiction	23	月日時	random
4649	フランク が 2 月 28 日 14 時 に 指摘 を 認めた 。	フランク は それ を 2 月 7 日 22 時 に 認めた 。	contradiction	23	月日時	random
4650	チャーリー が 6 月 24 日 20 時 に 講読 を 行った 。	チャーリー は それ を 10 月 25 日 18 時 に 行った 。	contradiction	23	月日時	random
4651	トルーディー が 9 月 11 日 20 時 に 耳 を 揚げた 。	トルーディー は それ を 9 月 11 日 20 時 に 揚げた 。	entailment	23	月日時	short
4652	デイヴ が 12 月 27 日 13 時 に インク を 吸った 。	デイヴ は それ を 12 月 27 日 15 時 に 吸った 。	contradiction	23	月日時	short
4653	イブ が 10 月 24 日 8 時 に 力作 を 発表 した 。	イブ は それ を 10 月 24 日 8 時 に 発表 した 。	entailment	23	月日時	short
4654	イブ が 6 月 8 日 17 時 に 相談 を 承った 。	イブ は それ を 6 月 8 日 21 時 に 承った 。	contradiction	23	月日時	short
4655	マレット が 8 月 3 日 4 時 に 奏者 を 勤めた 。	マレット は それ を 8 月 3 日 5 時 に 勤めた 。	contradiction	23	月日時	short
4656	マーヴィン が 6 月 10 日 9 時 に 全然 手 を 出した 。	マーヴィン は それ を 6 月 10 日 8 時 に 出した 。	contradiction	23	月日時	short
4657	アリス が 2 月 24 日 7 時 に 被害 を 被った 。	アリス は それ を 2 月 24 日 7 時 に 被った 。	entailment	23	月日時	short
4658	ゾーイ が 2 月 14 日 10 時 に 連絡 を 致した 。	ゾーイ は それ を 2 月 14 日 7 時 に 致した 。	contradiction	23	月日時	short
4659	ボブ が 4 月 23 日 9 時 に ネパール を 訪問 した 。	ボブ は それ を 4 月 23 日 9 時 に 訪問 した 。	entailment	23	月日時	short
