num	premise	hypothesis	gold_label	template_num	time_format	time_span
3139	ビクターは10月20日10時に最後の狐を診た。	ビクターは8月14日11時に最後の狐を診た。	contradiction	20	月日時	random
3140	アリスは8月4日10時に最初の現地を案内した。	アリスは4月18日8時に最初の現地を案内した。	contradiction	20	月日時	random
3141	ジャスティンは1月11日19時に最後のコースを切った。	ジャスティンは6月20日15時に最後のコースを切った。	contradiction	20	月日時	random
3142	ゾーイは2月17日9時に最初の全貌を現した。	ゾーイは5月4日17時に最初の全貌を現した。	contradiction	20	月日時	random
3143	トルーディーは10月15日14時に最初の鼻を触った。	トルーディーは7月20日14時に最初の鼻を触った。	contradiction	20	月日時	random
3144	エレンは4月7日13時に最後の犯罪を認めた。	エレンは5月18日8時に最後の犯罪を認めた。	contradiction	20	月日時	random
3145	オスカーは3月11日2時に最初の役目を果たした。	オスカーは9月17日1時に最初の役目を果たした。	contradiction	20	月日時	random
3146	アイザックは1月16日9時に最初の男の子を誘った。	アイザックは10月3日15時に最初の男の子を誘った。	contradiction	20	月日時	random
3147	スティーブは9月22日5時に最後のオーディションを受けた。	スティーブは4月22日20時に最後のオーディションを受けた。	contradiction	20	月日時	random
3148	ビクターは8月27日14時に最初の出発を切った。	ビクターは1月8日6時に最初の出発を切った。	contradiction	20	月日時	random
3149	アリスは1月24日21時に最初の勝ち星を挙げた。	アリスは8月4日22時に最初の勝ち星を挙げた。	contradiction	20	月日時	random
3150	ビクターは7月7日7時に最初の初陣を果たした。	ビクターは10月29日18時に最初の初陣を果たした。	contradiction	20	月日時	random
3151	チャーリーは4月20日9時に最初の信任状を提出した。	チャーリーは4月20日3時に最初の信任状を提出した。	contradiction	20	月日時	short
3152	デイヴは5月12日2時に最初の一球を投げた。	デイヴは5月12日2時に最初の一球を投げた。	entailment	20	月日時	short
3153	トレントは10月2日4時に最後の繋がりを深めた。	トレントは10月2日6時に最後の繋がりを深めた。	contradiction	20	月日時	short
3154	ゾーイは2月24日12時に最初の直球を打った。	ゾーイは2月24日9時に最初の直球を打った。	contradiction	20	月日時	short
3155	ビクターは9月17日5時に最初の耳を開いた。	ビクターは9月17日9時に最初の耳を開いた。	contradiction	20	月日時	short
3156	ゾーイは12月24日18時に最初のインターフェースを開発した。	ゾーイは12月24日19時に最初のインターフェースを開発した。	contradiction	20	月日時	short
3157	ジャスティンは5月8日10時に最初の言葉を待った。	ジャスティンは5月8日8時に最初の言葉を待った。	contradiction	20	月日時	short
3158	トレントは10月18日5時に最後のサイズを承った。	トレントは10月18日4時に最後のサイズを承った。	contradiction	20	月日時	short
3159	ボブは12月23日16時に最初の知人を失った。	ボブは12月23日13時に最初の知人を失った。	contradiction	20	月日時	short
3160	マレットは4月28日13時に最後の公務員を辞めた。	マレットは4月28日7時に最後の公務員を辞めた。	contradiction	20	月日時	short
3161	ゾーイは6月11日18時に最後の特権を得た。	ゾーイは6月11日14時に最後の特権を得た。	contradiction	20	月日時	short
3162	イヴァンは4月4日6時に最後の勝ちを奪った。	イヴァンは4月4日11時に最後の勝ちを奪った。	contradiction	20	月日時	short
3163	パットは11月24日5時に最後の腰を掴んだ。	パットは11月24日9時に最後の腰を掴んだ。	contradiction	20	月日時	short
3164	マロリーは1月5日11時に最後の開始を始めた。	マロリーは1月5日18時に最後の開始を始めた。	contradiction	20	月日時	short
3165	ジャスティンは5月30日15時に最初の看護を行った。	ジャスティンは5月30日15時に最初の看護を行った。	entailment	20	月日時	short
3166	フランクは4月23日11時に最後の御用命を承った。	フランクは4月23日8時に最後の御用命を承った。	contradiction	20	月日時	short
3167	ボブは6月25日10時に最初の平泉を訪れた。	ボブは6月25日12時に最初の平泉を訪れた。	contradiction	20	月日時	short
3168	マロリーは2月24日16時に最後のデモンストレーションを致した。	マロリーは2月24日16時に最後のデモンストレーションを致した。	entailment	20	月日時	short
3169	イブは7月22日10時に最後の檜を植えた。	イブは7月22日8時に最後の檜を植えた。	contradiction	20	月日時	short
3170	フランクは12月21日18時に最後のアレルギーを起こした。	フランクは12月21日18時に最後のアレルギーを起こした。	entailment	20	月日時	short
3171	デイヴは1月7日5時に最初の頭部を切った。	デイヴは1月7日7時に最初の頭部を切った。	contradiction	20	月日時	short
3172	オスカーは12月29日12時に最後の性能を現した。	オスカーは12月29日16時に最後の性能を現した。	contradiction	20	月日時	short
3173	チャーリーは1月28日15時に最後の災害を被った。	チャーリーは1月28日15時に最後の災害を被った。	entailment	20	月日時	short
3174	アイザックは6月8日5時に最後の連絡先を提供した。	アイザックは6月8日9時に最後の連絡先を提供した。	contradiction	20	月日時	short
3175	オスカーは8月17日13時に最後の認定証を取得した。	オスカーは8月17日18時に最後の認定証を取得した。	contradiction	20	月日時	short
3176	アリスは29日に最後の太股を上げた。	アリスは24日に最後の太股を上げた。	contradiction	20	日	random
3177	ジャスティンは7日に最初のスピードを見せた。	ジャスティンは10日に最初のスピードを見せた。	contradiction	20	日	random
3178	スティーブは30日に最初の上昇を開始した。	スティーブは11日に最初の上昇を開始した。	contradiction	20	日	random
3179	イブは20日に最初のレコーダを発表した。	イブは16日に最初のレコーダを発表した。	contradiction	20	日	random
3180	ボブは18日に最後の話を突けた。	ボブは16日に最後の話を突けた。	contradiction	20	日	random
3181	ゾーイは11日に最後の力を向けた。	ゾーイは29日に最後の力を向けた。	contradiction	20	日	random
3182	エレンは19日に最初の文字列を作成した。	エレンは18日に最初の文字列を作成した。	contradiction	20	日	random
3183	ボブは13日に最初の意を述べた。	ボブは6日に最初の意を述べた。	contradiction	20	日	random
3184	キャロルは14日に最後の代打を務めた。	キャロルは11日に最後の代打を務めた。	contradiction	20	日	random
3185	エレンは1日に最初の間伐を体験した。	エレンは31日に最初の間伐を体験した。	contradiction	20	日	random
3186	マーヴィンは26日に最初の構図を変えた。	マーヴィンは3日に最初の構図を変えた。	contradiction	20	日	random
3187	トルーディーは10日に最後の角を出した。	トルーディーは21日に最後の角を出した。	contradiction	20	日	random
3188	ジャスティンは14日に最後の役目を持った。	ジャスティンは4日に最後の役目を持った。	contradiction	20	日	random
3189	ウォルターは6日に最初の会員を務めた。	ウォルターは2日に最初の会員を務めた。	contradiction	20	日	random
3190	トルーディーは5日に最初の御互い顔を合わせた。	トルーディーは14日に最初の御互い顔を合わせた。	contradiction	20	日	random
3191	ビクターは22日に最後の中学校を訪問した。	ビクターは3日に最後の中学校を訪問した。	contradiction	20	日	random
3192	イブは23日に最初の成績を争った。	イブは28日に最初の成績を争った。	contradiction	20	日	random
3193	オスカーは11日に最初の土手を造った。	オスカーは22日に最初の土手を造った。	contradiction	20	日	random
3194	マーヴィンは27日に最後の烙印を押した。	マーヴィンは16日に最後の烙印を押した。	contradiction	20	日	random
3195	デイヴは16日に最後の衣替えを始めた。	デイヴは18日に最後の衣替えを始めた。	contradiction	20	日	random
3196	ウォルターは12日に最初の結び付きを深めた。	ウォルターは16日に最初の結び付きを深めた。	contradiction	20	日	random
3197	デイヴは25日に最後のサーブを決めた。	デイヴは25日に最後のサーブを決めた。	entailment	20	日	random
3198	フランクは5日に最後の申込を承った。	フランクは12日に最後の申込を承った。	contradiction	20	日	random
3199	マレットは10日に最初の片手を離した。	マレットは19日に最初の片手を離した。	contradiction	20	日	random
3200	マロリーは8日に最後の謝礼を支払った。	マロリーは12日に最後の謝礼を支払った。	contradiction	20	日	random
3201	パットは17日に最後の理事を定めた。	パットは16日に最後の理事を定めた。	contradiction	20	日	short
3202	ビクターは11日に最初の壁紙を集めた。	ビクターは15日に最初の壁紙を集めた。	contradiction	20	日	short
3203	エレンは11日に最初の仕事を代行した。	エレンは7日に最初の仕事を代行した。	contradiction	20	日	short
3204	イヴァンは26日に最後の馬謖を切った。	イヴァンは21日に最後の馬謖を切った。	contradiction	20	日	short
3205	ビクターは13日に最後の出題を行った。	ビクターは7日に最後の出題を行った。	contradiction	20	日	short
3206	デイヴは13日に最初の被害を認めた。	デイヴは6日に最初の被害を認めた。	contradiction	20	日	short
3207	ボブは6日に最後の内容を送った。	ボブは12日に最後の内容を送った。	contradiction	20	日	short
3208	アリスは6日に最初の世界を救った。	アリスは9日に最初の世界を救った。	contradiction	20	日	short
3209	エレンは22日に最初の繋がりを示した。	エレンは19日に最初の繋がりを示した。	contradiction	20	日	short
3210	デイヴは18日に最後の笑い話を聞いた。	デイヴは16日に最後の笑い話を聞いた。	contradiction	20	日	short
3211	オスカーは11日に最後の彼女を失った。	オスカーは5日に最後の彼女を失った。	contradiction	20	日	short
3212	イヴァンは13日に最後の拒否を致した。	イヴァンは9日に最後の拒否を致した。	contradiction	20	日	short
3213	アリスは25日に最後の身体を上げた。	アリスは18日に最後の身体を上げた。	contradiction	20	日	short
3214	ボブは10日に最初の米作りを行った。	ボブは2日に最初の米作りを行った。	contradiction	20	日	short
3215	ゾーイは14日に最後の出資を決めた。	ゾーイは9日に最後の出資を決めた。	contradiction	20	日	short
3216	マチルダは10日に最後の助手を勤めた。	マチルダは8日に最後の助手を勤めた。	contradiction	20	日	short
3217	イヴァンは14日に最初の実費を支払った。	イヴァンは16日に最初の実費を支払った。	contradiction	20	日	short
3218	フランクは4日に最初の香港を訪れた。	フランクは9日に最初の香港を訪れた。	contradiction	20	日	short
3219	オスカーは9日に最初のアップを駆けた。	オスカーは13日に最初のアップを駆けた。	contradiction	20	日	short
3220	ペギーは16日に最後の豚肉を食べた。	ペギーは9日に最後の豚肉を食べた。	contradiction	20	日	short
3221	イヴァンは20日に最後の届出を提出した。	イヴァンは22日に最後の届出を提出した。	contradiction	20	日	short
3222	ジャスティンは21日に最後の駐車場を確認した。	ジャスティンは26日に最後の駐車場を確認した。	contradiction	20	日	short
3223	フランクは24日に最後のチェーンを駆けた。	フランクは20日に最後のチェーンを駆けた。	contradiction	20	日	short
3224	フランクは13日に最初の短剣を差し出した。	フランクは10日に最初の短剣を差し出した。	contradiction	20	日	short
3225	トレントは7日に最後の全部を揚げた。	トレントは10日に最後の全部を揚げた。	contradiction	20	日	short
3226	ジャスティンは18日3時に最初の牙城を守った。	ジャスティンは17日8時に最初の牙城を守った。	contradiction	20	日時	random
3227	マレットは16日12時に最初のテーブルを貰った。	マレットは26日14時に最初のテーブルを貰った。	contradiction	20	日時	random
3228	パットは12日11時に最後の維新を起こした。	パットは8日10時に最後の維新を起こした。	contradiction	20	日時	random
3229	エレンは30日22時に最後の存在を駆けた。	エレンは11日9時に最後の存在を駆けた。	contradiction	20	日時	random
3230	エレンは13日23時に最後のウエディングを挙げた。	エレンは7日10時に最後のウエディングを挙げた。	contradiction	20	日時	random
3231	マロリーは20日6時に最後の座談会を開いた。	マロリーは12日11時に最後の座談会を開いた。	contradiction	20	日時	random
3232	ゾーイは8日6時に最初の申込書を出した。	ゾーイは17日19時に最初の申込書を出した。	contradiction	20	日時	random
3233	マロリーは21日1時に最初の配付を致した。	マロリーは24日4時に最初の配付を致した。	contradiction	20	日時	random
3234	チャーリーは26日14時に最後の解説を致した。	チャーリーは29日5時に最後の解説を致した。	contradiction	20	日時	random
3235	オスカーは18日4時に最初の深手を負った。	オスカーは8日16時に最初の深手を負った。	contradiction	20	日時	random
3236	ウォルターは2日7時に最後の初七日を迎えた。	ウォルターは4日9時に最後の初七日を迎えた。	contradiction	20	日時	random
3237	キャロルは28日5時に最初の回復を受けた。	キャロルは31日13時に最初の回復を受けた。	contradiction	20	日時	random
3238	ボブは16日8時に最後の内科を訪れた。	ボブは15日5時に最後の内科を訪れた。	contradiction	20	日時	random
3239	ゾーイは17日17時に最初のライセンス料を払った。	ゾーイは14日5時に最初のライセンス料を払った。	contradiction	20	日時	random
3240	イヴァンは28日6時に最初の活力を貰った。	イヴァンは16日22時に最初の活力を貰った。	contradiction	20	日時	random
3241	パットは17日12時に最初の商店街を練り歩いた。	パットは11日6時に最初の商店街を練り歩いた。	contradiction	20	日時	random
3242	ジャスティンは20日12時に最初のマップを診た。	ジャスティンは26日1時に最初のマップを診た。	contradiction	20	日時	random
3243	ボブは23日22時に最初の孤児院を訪問した。	ボブは2日11時に最初の孤児院を訪問した。	contradiction	20	日時	random
3244	ゾーイは7日19時に最初の特権を得た。	ゾーイは25日12時に最初の特権を得た。	contradiction	20	日時	random
3245	ペギーは6日13時に最後の到着を祈った。	ペギーは7日23時に最後の到着を祈った。	contradiction	20	日時	random
3246	フランクは12日22時に最後の許を訪れた。	フランクは20日12時に最後の許を訪れた。	contradiction	20	日時	random
3247	マーヴィンは30日3時に最後の取り組みを致した。	マーヴィンは9日10時に最後の取り組みを致した。	contradiction	20	日時	random
3248	ビクターは15日13時に最初の迫害を受けた。	ビクターは8日19時に最初の迫害を受けた。	contradiction	20	日時	random
3249	エレンは21日9時に最初の台詞を述べた。	エレンは4日10時に最初の台詞を述べた。	contradiction	20	日時	random
3250	アイザックは20日21時に最後の問い合わせを受けた。	アイザックは16日5時に最後の問い合わせを受けた。	contradiction	20	日時	random
3251	キャロルは1日19時に最後のフォローを行った。	キャロルは1日19時に最後のフォローを行った。	entailment	20	日時	short
3252	スティーブは23日15時に最後の修道院を訪れた。	スティーブは23日15時に最後の修道院を訪れた。	entailment	20	日時	short
3253	ウォルターは29日0時に最後の感情を浮かべた。	ウォルターは29日0時に最後の感情を浮かべた。	entailment	20	日時	short
3254	キャロルは7日8時に最初の意見を述べた。	キャロルは7日8時に最初の意見を述べた。	entailment	20	日時	short
3255	チャーリーは19日6時に最初の別名を呼んだ。	チャーリーは19日9時に最初の別名を呼んだ。	contradiction	20	日時	short
3256	フランクは4日7時に最初の奥様を守った。	フランクは4日7時に最初の奥様を守った。	entailment	20	日時	short
3257	トルーディーは29日19時に最初の額を離した。	トルーディーは29日15時に最初の額を離した。	contradiction	20	日時	short
3258	フランクは12日8時に最後の硝子扉を開けた。	フランクは12日11時に最後の硝子扉を開けた。	contradiction	20	日時	short
3259	マチルダは23日0時に最初の滑り出しを切った。	マチルダは23日3時に最初の滑り出しを切った。	contradiction	20	日時	short
3260	マチルダは28日4時に最後のメイルを送った。	マチルダは28日7時に最後のメイルを送った。	contradiction	20	日時	short
3261	ゾーイは23日12時に最初のキャップを獲得した。	ゾーイは23日12時に最初のキャップを獲得した。	entailment	20	日時	short
3262	ボブは5日20時に最後の嘆息を突いた。	ボブは5日15時に最後の嘆息を突いた。	contradiction	20	日時	short
3263	ビクターは7日8時に最後のベランダを開けた。	ビクターは7日5時に最後のベランダを開けた。	contradiction	20	日時	short
3264	オスカーは18日5時に最後の香川を獲得した。	オスカーは18日6時に最後の香川を獲得した。	contradiction	20	日時	short
3265	イヴァンは29日11時に最初の就活を行った。	イヴァンは29日14時に最初の就活を行った。	contradiction	20	日時	short
3266	トレントは6日16時に最初の称号を得た。	トレントは6日19時に最初の称号を得た。	contradiction	20	日時	short
3267	ビクターは2日21時に最後の言葉を知った。	ビクターは2日14時に最後の言葉を知った。	contradiction	20	日時	short
3268	オスカーは13日9時に最初のラッピングを致した。	オスカーは13日10時に最初のラッピングを致した。	contradiction	20	日時	short
3269	エレンは23日8時に最後の議会を訪れた。	エレンは23日11時に最後の議会を訪れた。	contradiction	20	日時	short
3270	パットは4日18時に最初の患者を御迎えした。	パットは4日18時に最初の患者を御迎えした。	entailment	20	日時	short
3271	パットは8日11時に最初の立ち会いを致した。	パットは8日10時に最初の立ち会いを致した。	contradiction	20	日時	short
3272	マレットは2日7時に最後の店長を務めた。	マレットは2日9時に最後の店長を務めた。	contradiction	20	日時	short
3273	マチルダは10日8時に最初のワーキングを行った。	マチルダは10日7時に最初のワーキングを行った。	contradiction	20	日時	short
3274	アリスは11日17時に最後の昆布を貰った。	アリスは11日15時に最後の昆布を貰った。	contradiction	20	日時	short
3275	フランクは4日10時に最初の選手権を争った。	フランクは4日4時に最初の選手権を争った。	contradiction	20	日時	short
3276	チャーリーは6時に最初の援助を始めた。	チャーリーは20時に最初の援助を始めた。	contradiction	20	時	random
3277	ペギーは15時に最初の美を結んだ。	ペギーは12時に最初の美を結んだ。	contradiction	20	時	random
3278	マチルダは17時に最後のコーチを勤めた。	マチルダは16時に最後のコーチを勤めた。	contradiction	20	時	random
3279	ジャスティンは9時に最後の僕を送った。	ジャスティンは3時に最後の僕を送った。	contradiction	20	時	random
3280	イヴァンは10時に最初の小指を切った。	イヴァンは23時に最初の小指を切った。	contradiction	20	時	random
3281	マロリーは23時に最後の映画を発表した。	マロリーは13時に最後の映画を発表した。	contradiction	20	時	random
3282	マロリーは19時に最初のファイナルを目指した。	マロリーは15時に最初のファイナルを目指した。	contradiction	20	時	random
3283	プロッドは4時に最初の後始末を始めた。	プロッドは1時に最初の後始末を始めた。	contradiction	20	時	random
3284	ゾーイは22時に最後の上申書を提出した。	ゾーイは12時に最後の上申書を提出した。	contradiction	20	時	random
3285	ペギーは12時に最後のリスタートを切った。	ペギーは21時に最後のリスタートを切った。	contradiction	20	時	random
3286	オスカーは13時に最後の談話を出した。	オスカーは0時に最後の談話を出した。	contradiction	20	時	random
3287	マロリーは13時に最初の設備を開発した。	マロリーは20時に最初の設備を開発した。	contradiction	20	時	random
3288	マーヴィンは10時に最初のダメージを受けた。	マーヴィンは4時に最初のダメージを受けた。	contradiction	20	時	random
3289	ゾーイは9時に最初の結納をやった。	ゾーイは7時に最初の結納をやった。	contradiction	20	時	random
3290	イブは13時に最初の背中を合わせた。	イブは7時に最初の背中を合わせた。	contradiction	20	時	random
3291	パットは10時に最後の力を現した。	パットは1時に最後の力を現した。	contradiction	20	時	random
3292	トレントは9時に最初の受託を行った。	トレントは9時に最初の受託を行った。	entailment	20	時	random
3293	スティーブは18時に最初の申込を行った。	スティーブは6時に最初の申込を行った。	contradiction	20	時	random
3294	マレットは3時に最初の事業を引き継いだ。	マレットは16時に最初の事業を引き継いだ。	contradiction	20	時	random
3295	イヴァンは20時に最後の観光を開始した。	イヴァンは11時に最後の観光を開始した。	contradiction	20	時	random
3296	オスカーは5時に最初の貴女をサポートした。	オスカーは14時に最初の貴女をサポートした。	contradiction	20	時	random
3297	マロリーは0時に最初のルームを案内した。	マロリーは15時に最初のルームを案内した。	contradiction	20	時	random
3298	イヴァンは4時に最初の対戦を決めた。	イヴァンは10時に最初の対戦を決めた。	contradiction	20	時	random
3299	アイザックは5時に最初の生命を落とした。	アイザックは7時に最初の生命を落とした。	contradiction	20	時	random
3300	マロリーは7時に最後の理解を示した。	マロリーは9時に最後の理解を示した。	contradiction	20	時	random
3301	ウォルターは18時に最後の一息を突いた。	ウォルターは15時に最後の一息を突いた。	contradiction	20	時	short
3302	プロッドは7時に最初の連絡を致した。	プロッドは5時に最初の連絡を致した。	contradiction	20	時	short
3303	イヴァンは4時に最初の銘を切った。	イヴァンは3時に最初の銘を切った。	contradiction	20	時	short
3304	マロリーは8時に最初の勝利を握った。	マロリーは7時に最初の勝利を握った。	contradiction	20	時	short
3305	デイヴは4時に最後の滴を受けた。	デイヴは8時に最後の滴を受けた。	contradiction	20	時	short
3306	ゾーイは8時に最後の仕事を代行した。	ゾーイは7時に最後の仕事を代行した。	contradiction	20	時	short
3307	プロッドは14時に最初の能力値を決めた。	プロッドは14時に最初の能力値を決めた。	entailment	20	時	short
3308	ジャスティンは1時に最初の義援金を手渡した。	ジャスティンは7時に最初の義援金を手渡した。	contradiction	20	時	short
3309	プロッドは19時に最初のメモを書いた。	プロッドは16時に最初のメモを書いた。	contradiction	20	時	short
3310	オスカーは18時に最後の発行を指示した。	オスカーは15時に最後の発行を指示した。	contradiction	20	時	short
3311	ボブは19時に最後のコストを決定した。	ボブは17時に最後のコストを決定した。	contradiction	20	時	short
3312	ジャスティンは3時に最初の除去を致した。	ジャスティンは10時に最初の除去を致した。	contradiction	20	時	short
3313	ジャスティンは11時に最初の皺を合わせた。	ジャスティンは12時に最初の皺を合わせた。	contradiction	20	時	short
3314	マレットは12時に最初のフレームを切った。	マレットは16時に最初のフレームを切った。	contradiction	20	時	short
3315	マチルダは10時に最後の災害を祈願した。	マチルダは13時に最後の災害を祈願した。	contradiction	20	時	short
3316	プロッドは7時に最初の曲を送った。	プロッドは12時に最初の曲を送った。	contradiction	20	時	short
3317	イブは14時に最後の妥協を致した。	イブは13時に最後の妥協を致した。	contradiction	20	時	short
3318	キャロルは15時に最後の居場所を確認した。	キャロルは20時に最後の居場所を確認した。	contradiction	20	時	short
3319	アイザックは2時に最初の描写を見せた。	アイザックは4時に最初の描写を見せた。	contradiction	20	時	short
3320	ビクターは18時に最初の優勝を奪った。	ビクターは18時に最初の優勝を奪った。	entailment	20	時	short
3321	チャーリーは3時に最後の胡蝶蘭を贈った。	チャーリーは3時に最後の胡蝶蘭を贈った。	entailment	20	時	short
3322	プロッドは9時に最初の補講を行った。	プロッドは6時に最初の補講を行った。	contradiction	20	時	short
3323	イヴァンは16時に最後の介助を致した。	イヴァンは17時に最後の介助を致した。	contradiction	20	時	short
3324	ペギーは13時に最初の微笑を見せた。	ペギーは15時に最初の微笑を見せた。	contradiction	20	時	short
3325	トルーディーは12時に最初のクチコミを提供した。	トルーディーは11時に最初のクチコミを提供した。	contradiction	20	時	short
3326	パットは2005年に嫌がらせを受けた。	パットは2010年に嫌がらせを受けた。	neutral	21	年	random
3327	アイザックは2000年に相似を始めた。	アイザックは2016年に相似を始めた。	neutral	21	年	random
3328	デイヴは2017年に出馬を表明した。	デイヴは2017年に出馬を表明した。	entailment	21	年	random
3329	トルーディーは2004年にエンディングを迎えた。	トルーディーは2001年にエンディングを迎えた。	neutral	21	年	random
3330	パットは2010年に台本を作った。	パットは2009年に台本を作った。	neutral	21	年	random
3331	エレンは2014年に公位を継いだ。	エレンは2017年に公位を継いだ。	neutral	21	年	random
3332	ペギーは2003年に依頼を受けた。	ペギーは2011年に依頼を受けた。	neutral	21	年	random
3333	キャロルは2016年に目蓋を開いた。	キャロルは2006年に目蓋を開いた。	neutral	21	年	random
3334	マーヴィンは2004年に結束を深めた。	マーヴィンは2013年に結束を深めた。	neutral	21	年	random
3335	フランクは2003年に両立を果たした。	フランクは2017年に両立を果たした。	neutral	21	年	random
3336	ウォルターは2009年に組織化を行った。	ウォルターは2007年に組織化を行った。	neutral	21	年	random
3337	デイヴは2006年に救援を行った。	デイヴは2007年に救援を行った。	neutral	21	年	random
3338	ジャスティンは2006年に関心を示した。	ジャスティンは2001年に関心を示した。	neutral	21	年	random
3339	マレットは2020年にチェキを撮った。	マレットは2003年にチェキを撮った。	neutral	21	年	random
3340	プロッドは2010年に幕を切った。	プロッドは2019年に幕を切った。	neutral	21	年	random
3341	マーヴィンは2020年にサラダを選んだ。	マーヴィンは2002年にサラダを選んだ。	neutral	21	年	random
3342	トルーディーは2018年にパトロールを行った。	トルーディーは2003年にパトロールを行った。	neutral	21	年	random
3343	トレントは2008年に賠償を負った。	トレントは2018年に賠償を負った。	neutral	21	年	random
3344	フランクは2003年にニュースを伝えた。	フランクは2020年にニュースを伝えた。	neutral	21	年	random
3345	チャーリーは2018年に提案を受け取った。	チャーリーは2007年に提案を受け取った。	neutral	21	年	random
3346	スティーブは2011年に祝儀を贈った。	スティーブは2004年に祝儀を贈った。	neutral	21	年	random
3347	スティーブは2013年にデビュを果たした。	スティーブは2006年にデビュを果たした。	neutral	21	年	random
3348	パットは2016年に歩みを進めた。	パットは2012年に歩みを進めた。	neutral	21	年	random
3349	スティーブは2001年に餅を楽しんだ。	スティーブは2000年に餅を楽しんだ。	neutral	21	年	random
3350	デイヴは2009年に時計を作成した。	デイヴは2001年に時計を作成した。	neutral	21	年	random
3351	マーヴィンは2007年に悪態を突いた。	マーヴィンは2010年に悪態を突いた。	neutral	21	年	short
3352	エレンは2012年にタイプを開始した。	エレンは2011年にタイプを開始した。	neutral	21	年	short
3353	デイヴは2007年に母校を訪れた。	デイヴは2005年に母校を訪れた。	neutral	21	年	short
3354	プロッドは2003年に言葉尻を盗った。	プロッドは2005年に言葉尻を盗った。	neutral	21	年	short
3355	キャロルは2013年に自営業を継いだ。	キャロルは2016年に自営業を継いだ。	neutral	21	年	short
3356	トルーディーは2017年に擦過傷を負った。	トルーディーは2015年に擦過傷を負った。	neutral	21	年	short
3357	ビクターは2019年に風邪を挽いた。	ビクターは2016年に風邪を挽いた。	neutral	21	年	short
3358	アイザックは2010年に外力を受けた。	アイザックは2010年に外力を受けた。	entailment	21	年	short
3359	デイヴは2012年に見栄方を変えた。	デイヴは2014年に見栄方を変えた。	neutral	21	年	short
3360	アリスは2006年に噺を伺った。	アリスは2007年に噺を伺った。	neutral	21	年	short
3361	キャロルは2017年に漢字を収めた。	キャロルは2019年に漢字を収めた。	neutral	21	年	short
3362	イヴァンは2007年にグラデーションを駆けた。	イヴァンは2009年にグラデーションを駆けた。	neutral	21	年	short
3363	スティーブは2019年に要望を受けた。	スティーブは2018年に要望を受けた。	neutral	21	年	short
3364	デイヴは2008年に尊厳死を認めた。	デイヴは2010年に尊厳死を認めた。	neutral	21	年	short
3365	トルーディーは2009年に管理を行った。	トルーディーは2013年に管理を行った。	neutral	21	年	short
3366	プロッドは2007年に申し込みを承った。	プロッドは2006年に申し込みを承った。	neutral	21	年	short
3367	ゾーイは2013年に選択権を得た。	ゾーイは2011年に選択権を得た。	neutral	21	年	short
3368	イヴァンは2007年に結論を報告した。	イヴァンは2009年に結論を報告した。	neutral	21	年	short
3369	キャロルは2012年に冤罪を受けた。	キャロルは2011年に冤罪を受けた。	neutral	21	年	short
3370	トルーディーは2005年に宣言を行った。	トルーディーは2002年に宣言を行った。	neutral	21	年	short
3371	マチルダは2005年に涙を繰れた。	マチルダは2009年に涙を繰れた。	neutral	21	年	short
3372	マチルダは2016年に顔を送った。	マチルダは2015年に顔を送った。	neutral	21	年	short
3373	プロッドは2005年に記録を開始した。	プロッドは2009年に記録を開始した。	neutral	21	年	short
3374	イヴァンは2013年に安心をサポートした。	イヴァンは2016年に安心をサポートした。	neutral	21	年	short
3375	イブは2003年に手首を振った。	イブは2005年に手首を振った。	neutral	21	年	short
3376	マレットは2001年8月に公位を継いだ。	マレットは2017年10月に公位を継いだ。	neutral	21	年月	random
3377	エレンは2019年9月に手の平を振った。	エレンは2013年10月に手の平を振った。	neutral	21	年月	random
3378	マチルダは2020年7月に対策を致した。	マチルダは2000年1月に対策を致した。	neutral	21	年月	random
3379	ジャスティンは2009年2月にクチを挟んだ。	ジャスティンは2006年7月にクチを挟んだ。	neutral	21	年月	random
3380	ペギーは2005年6月に返答を受けた。	ペギーは2009年2月に返答を受けた。	neutral	21	年月	random
3381	フランクは2003年1月に釜山を訪問した。	フランクは2018年9月に釜山を訪問した。	neutral	21	年月	random
3382	スティーブは2002年11月に作用を起こした。	スティーブは2007年1月に作用を起こした。	neutral	21	年月	random
3383	トルーディーは2014年5月に諸手を上げた。	トルーディーは2011年5月に諸手を上げた。	neutral	21	年月	random
3384	エレンは2003年4月に活力を頂いた。	エレンは2011年7月に活力を頂いた。	neutral	21	年月	random
3385	オスカーは2007年3月に夫婦を逮捕した。	オスカーは2010年3月に夫婦を逮捕した。	neutral	21	年月	random
3386	フランクは2011年5月に完封を喫した。	フランクは2012年8月に完封を喫した。	neutral	21	年月	random
3387	ペギーは2004年10月に山荘を訪れた。	ペギーは2002年3月に山荘を訪れた。	neutral	21	年月	random
3388	トルーディーは2019年5月に落札を致した。	トルーディーは2004年11月に落札を致した。	neutral	21	年月	random
3389	マーヴィンは2010年12月に記録を樹立した。	マーヴィンは2009年8月に記録を樹立した。	neutral	21	年月	random
3390	ビクターは2003年10月に転職を始めた。	ビクターは2015年4月に転職を始めた。	neutral	21	年月	random
3391	ウォルターは2000年6月に私利を振った。	ウォルターは2008年9月に私利を振った。	neutral	21	年月	random
3392	マレットは2005年11月に笑顔を見せた。	マレットは2006年1月に笑顔を見せた。	neutral	21	年月	random
3393	ペギーは2019年6月に確信を語った。	ペギーは2014年2月に確信を語った。	neutral	21	年月	random
